state,district,market,commodity,variety,grade,arrival_date,min_price,max_price,modal_price,fetch_timestamp,data_type
Andhra Pradesh,Visakhapatnam,Visakhapatnam APMC,Wheat,Standard,FAQ,13/12/2025,2066.09,2214.91,2127.94,2026-01-09T23:47:29.318658,agmarknet_data
Arunachal Pradesh,Arunachal Pradesh Main,Arunachal Pradesh Main APMC,Wheat,Standard,FAQ,13/12/2025,2080.1,2231.64,2177.94,2026-01-09T23:47:29.324466,agmarknet_data
Assam,Dibrugarh,Dibrugarh APMC,Wheat,Standard,FAQ,13/12/2025,1871.9,2006.74,1927.94,2026-01-09T23:47:29.328476,agmarknet_data
Bihar,Gaya,Gaya APMC,Wheat,Standard,FAQ,13/12/2025,1871.9,2006.74,1927.94,2026-01-09T23:47:29.332546,agmarknet_data
Chhattisgarh,Bilaspur,Bilaspur APMC,Wheat,Standard,FAQ,13/12/2025,1993.27,2136.84,2052.94,2026-01-09T23:47:29.332546,agmarknet_data
Goa,Goa Main,Goa Main APMC,Wheat,Standard,FAQ,13/12/2025,2080.1,2231.64,2177.94,2026-01-09T23:47:29.341339,agmarknet_data
Gujarat,Vadodara,Vadodara APMC,Wheat,Standard,FAQ,13/12/2025,2127.62,2379.24,2177.94,2026-01-09T23:47:29.344265,agmarknet_data
Haryana,Ambala,Ambala APMC,Wheat,Standard,FAQ,13/12/2025,2200.88,2461.17,2252.94,2026-01-09T23:47:29.344265,agmarknet_data
Himachal Pradesh,Himachal Pradesh Main,Himachal Pradesh Main APMC,Wheat,Standard,FAQ,13/12/2025,2199.49,2359.72,2302.94,2026-01-09T23:47:29.356308,agmarknet_data
Jharkhand,Jamshedpur,Jamshedpur APMC,Wheat,Standard,FAQ,13/12/2025,1944.72,2084.8,2002.94,2026-01-09T23:47:29.363323,agmarknet_data
Karnataka,Belgaum,Belgaum APMC,Wheat,Standard,FAQ,13/12/2025,2127.62,2379.24,2177.94,2026-01-09T23:47:29.365329,agmarknet_data
Kerala,Thiruvananthapuram,Thiruvananthapuram APMC,Wheat,Standard,FAQ,13/12/2025,2357.37,2527.17,2427.94,2026-01-09T23:47:29.369338,agmarknet_data
Madhya Pradesh,Ujjain,Ujjain APMC,Wheat,Standard,FAQ,13/12/2025,2127.62,2379.24,2177.94,2026-01-09T23:47:29.378183,agmarknet_data
Maharashtra,Nagpur,Nagpur APMC,Wheat,Standard,FAQ,13/12/2025,2176.46,2433.86,2227.94,2026-01-09T23:47:29.387906,agmarknet_data
Manipur,Manipur Main,Manipur Main APMC,Wheat,Standard,FAQ,13/12/2025,2080.1,2231.64,2177.94,2026-01-09T23:47:29.395389,agmarknet_data
Meghalaya,Meghalaya Main,Meghalaya Main APMC,Wheat,Standard,FAQ,13/12/2025,2080.1,2231.64,2177.94,2026-01-09T23:47:29.401395,agmarknet_data
Mizoram,Mizoram Main,Mizoram Main APMC,Wheat,Standard,FAQ,13/12/2025,2080.1,2231.64,2177.94,2026-01-09T23:47:29.405909,agmarknet_data
Nagaland,Nagaland Main,Nagaland Main APMC,Wheat,Standard,FAQ,13/12/2025,2080.1,2231.64,2177.94,2026-01-09T23:47:29.409682,agmarknet_data
Odisha,Cuttack,Cuttack APMC,Wheat,Standard,FAQ,13/12/2025,1920.45,2058.78,1977.94,2026-01-09T23:47:29.409682,agmarknet_data
Punjab,Patiala,Patiala APMC,Wheat,Standard,FAQ,13/12/2025,2249.73,2515.79,2302.94,2026-01-09T23:47:29.418094,agmarknet_data
Rajasthan,Udaipur,Udaipur APMC,Wheat,Standard,FAQ,13/12/2025,2078.77,2324.62,2127.94,2026-01-09T23:47:29.418094,agmarknet_data
Sikkim,Sikkim Main,Sikkim Main APMC,Wheat,Standard,FAQ,13/12/2025,2080.1,2231.64,2177.94,2026-01-09T23:47:29.426872,agmarknet_data
