state,district,market,commodity,variety,grade,arrival_date,min_price,max_price,modal_price,fetch_timestamp,data_type
Andhra Pradesh,Vijayawada,Vijayawada APMC,Wheat,Standard,FAQ,21/10/2025,2250.05,2442.87,2351.22,2026-01-09T23:47:29.318658,agmarknet_data
Arunachal Pradesh,Arunachal Pradesh Main,Arunachal Pradesh Main APMC,Wheat,Standard,FAQ,21/10/2025,2219.75,2542.53,2401.22,2026-01-09T23:47:29.322633,agmarknet_data
Assam,Guwahati,Guwahati APMC,Wheat,Standard,FAQ,21/10/2025,2058.66,2235.07,2151.22,2026-01-09T23:47:29.326471,agmarknet_data
Bihar,Patna,Patna APMC,Wheat,Standard,FAQ,21/10/2025,2058.66,2235.07,2151.22,2026-01-09T23:47:29.331530,agmarknet_data
Chhattisgarh,Raipur,Raipur APMC,Wheat,Standard,FAQ,21/10/2025,2178.28,2364.94,2276.22,2026-01-09T23:47:29.332546,agmarknet_data
Goa,Goa Main,Goa Main APMC,Wheat,Standard,FAQ,21/10/2025,2219.75,2542.53,2401.22,2026-01-09T23:47:29.338572,agmarknet_data
Gujarat,Rajkot,Rajkot APMC,Wheat,Standard,FAQ,21/10/2025,2255.97,2483.59,2401.22,2026-01-09T23:47:29.344265,agmarknet_data
Haryana,Rohtak,Rohtak APMC,Wheat,Standard,FAQ,21/10/2025,2326.43,2561.16,2476.22,2026-01-09T23:47:29.344265,agmarknet_data
Himachal Pradesh,Himachal Pradesh Main,Himachal Pradesh Main APMC,Wheat,Standard,FAQ,21/10/2025,2335.31,2674.88,2526.22,2026-01-09T23:47:29.353833,agmarknet_data
Jharkhand,Ranchi,Ranchi APMC,Wheat,Standard,FAQ,21/10/2025,2130.43,2312.99,2226.22,2026-01-09T23:47:29.360820,agmarknet_data
Karnataka,Mysore,Mysore APMC,Wheat,Standard,FAQ,21/10/2025,2255.97,2483.59,2401.22,2026-01-09T23:47:29.365329,agmarknet_data
Kerala,Kochi,Kochi APMC,Wheat,Standard,FAQ,21/10/2025,2537.15,2754.56,2651.22,2026-01-09T23:47:29.367333,agmarknet_data
Madhya Pradesh,Jabalpur,Jabalpur APMC,Wheat,Standard,FAQ,21/10/2025,2255.97,2483.59,2401.22,2026-01-09T23:47:29.373085,agmarknet_data
Maharashtra,Nashik,Nashik APMC,Wheat,Standard,FAQ,21/10/2025,2302.95,2535.31,2451.22,2026-01-09T23:47:29.378183,agmarknet_data
