state,district,market,commodity,variety,grade,arrival_date,min_price,max_price,modal_price,fetch_timestamp,data_type
Andhra Pradesh,Guntur,Guntur APMC,Wheat,Standard,FAQ,28/11/2025,1902.05,2177.46,2063.71,2026-01-09T23:47:29.318658,agmarknet_data
Arunachal Pradesh,Arunachal Pradesh Main,Arunachal Pradesh Main APMC,Wheat,Standard,FAQ,28/11/2025,1957.83,2182.2,2113.71,2026-01-09T23:47:29.324466,agmarknet_data
Assam,Silchar,Silchar APMC,Wheat,Standard,FAQ,28/11/2025,1717.72,1966.43,1863.71,2026-01-09T23:47:29.328476,agmarknet_data
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,Standard,FAQ,28/11/2025,1717.72,1966.43,1863.71,2026-01-09T23:47:29.332546,agmarknet_data
Chhattisgarh,Durg,Durg APMC,Wheat,Standard,FAQ,28/11/2025,1832.93,2098.32,1988.71,2026-01-09T23:47:29.332546,agmarknet_data
Goa,Goa Main,Goa Main APMC,Wheat,Standard,FAQ,28/11/2025,1957.83,2182.2,2113.71,2026-01-09T23:47:29.341339,agmarknet_data
Gujarat,Junagadh,Junagadh APMC,Wheat,Standard,FAQ,28/11/2025,2027.12,2249.72,2113.71,2026-01-09T23:47:29.344265,agmarknet_data
Haryana,Sirsa,Sirsa APMC,Wheat,Standard,FAQ,28/11/2025,2099.04,2329.55,2188.71,2026-01-09T23:47:29.344265,agmarknet_data
Himachal Pradesh,Himachal Pradesh Main,Himachal Pradesh Main APMC,Wheat,Standard,FAQ,28/11/2025,2073.61,2311.25,2238.71,2026-01-09T23:47:29.354856,agmarknet_data
Jharkhand,Dhanbad,Dhanbad APMC,Wheat,Standard,FAQ,28/11/2025,1786.85,2045.57,1938.71,2026-01-09T23:47:29.360820,agmarknet_data
Karnataka,Davangere,Davangere APMC,Wheat,Standard,FAQ,28/11/2025,2027.12,2249.72,2113.71,2026-01-09T23:47:29.365329,agmarknet_data
Kerala,Kozhikode,Kozhikode APMC,Wheat,Standard,FAQ,28/11/2025,2178.55,2493.99,2363.71,2026-01-09T23:47:29.369338,agmarknet_data
Madhya Pradesh,Sagar,Sagar APMC,Wheat,Standard,FAQ,28/11/2025,2027.12,2249.72,2113.71,2026-01-09T23:47:29.376672,agmarknet_data
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,Standard,FAQ,28/11/2025,2075.07,2302.94,2163.71,2026-01-09T23:47:29.385239,agmarknet_data
Manipur,Manipur Main,Manipur Main APMC,Wheat,Standard,FAQ,28/11/2025,1957.83,2182.2,2113.71,2026-01-09T23:47:29.393253,agmarknet_data
Meghalaya,Meghalaya Main,Meghalaya Main APMC,Wheat,Standard,FAQ,28/11/2025,1957.83,2182.2,2113.71,2026-01-09T23:47:29.400387,agmarknet_data
Mizoram,Mizoram Main,Mizoram Main APMC,Wheat,Standard,FAQ,28/11/2025,1957.83,2182.2,2113.71,2026-01-09T23:47:29.405909,agmarknet_data
Nagaland,Nagaland Main,Nagaland Main APMC,Wheat,Standard,FAQ,28/11/2025,1957.83,2182.2,2113.71,2026-01-09T23:47:29.409682,agmarknet_data
Odisha,Rourkela,Rourkela APMC,Wheat,Standard,FAQ,28/11/2025,1763.8,2019.19,1913.71,2026-01-09T23:47:29.409682,agmarknet_data
Punjab,Bathinda,Bathinda APMC,Wheat,Standard,FAQ,28/11/2025,2147.0,2382.77,2238.71,2026-01-09T23:47:29.418094,agmarknet_data
Rajasthan,Bikaner,Bikaner APMC,Wheat,Standard,FAQ,28/11/2025,1979.16,2196.51,2063.71,2026-01-09T23:47:29.418094,agmarknet_data
