state,district,market,commodity,variety,grade,arrival_date,min_price,max_price,modal_price,fetch_timestamp,data_type
Andhra Pradesh,Guntur,Guntur APMC,Wheat,Standard,FAQ,02/01/2026,2118.64,2476.63,2305.15,2026-01-09T23:47:29.318658,agmarknet_data
Arunachal Pradesh,Arunachal Pradesh Main,Arunachal Pradesh Main APMC,Wheat,Standard,FAQ,02/01/2026,2297.55,2565.65,2355.15,2026-01-09T23:47:29.326471,agmarknet_data
Assam,Silchar,Silchar APMC,Wheat,Standard,FAQ,02/01/2026,1934.82,2261.75,2105.15,2026-01-09T23:47:29.328476,agmarknet_data
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,Standard,FAQ,02/01/2026,1934.82,2261.75,2105.15,2026-01-09T23:47:29.332546,agmarknet_data
Chhattisgarh,Durg,Durg APMC,Wheat,Standard,FAQ,02/01/2026,2049.71,2396.05,2230.15,2026-01-09T23:47:29.332546,agmarknet_data
Goa,Goa Main,Goa Main APMC,Wheat,Standard,FAQ,02/01/2026,2297.55,2565.65,2355.15,2026-01-09T23:47:29.344265,agmarknet_data
Gujarat,Surat,Surat APMC,Wheat,Standard,FAQ,02/01/2026,2141.02,2577.65,2355.15,2026-01-09T23:47:29.344265,agmarknet_data
Haryana,Hisar,Hisar APMC,Wheat,Standard,FAQ,02/01/2026,2209.2,2659.74,2430.15,2026-01-09T23:47:29.344265,agmarknet_data
Himachal Pradesh,Himachal Pradesh Main,Himachal Pradesh Main APMC,Wheat,Standard,FAQ,02/01/2026,2419.49,2701.82,2480.15,2026-01-09T23:47:29.358061,agmarknet_data
Jharkhand,Dhanbad,Dhanbad APMC,Wheat,Standard,FAQ,02/01/2026,2003.75,2342.33,2180.15,2026-01-09T23:47:29.363323,agmarknet_data
Karnataka,Hubli,Hubli APMC,Wheat,Standard,FAQ,02/01/2026,2141.02,2577.65,2355.15,2026-01-09T23:47:29.367333,agmarknet_data
Kerala,Kozhikode,Kozhikode APMC,Wheat,Standard,FAQ,02/01/2026,2394.36,2798.94,2605.15,2026-01-09T23:47:29.371344,agmarknet_data
Madhya Pradesh,Bhopal,Bhopal APMC,Wheat,Standard,FAQ,02/01/2026,2141.02,2577.65,2355.15,2026-01-09T23:47:29.378183,agmarknet_data
Maharashtra,Pune,Pune APMC,Wheat,Standard,FAQ,02/01/2026,2186.47,2632.38,2405.15,2026-01-09T23:47:29.389809,agmarknet_data
Manipur,Manipur Main,Manipur Main APMC,Wheat,Standard,FAQ,02/01/2026,2297.55,2565.65,2355.15,2026-01-09T23:47:29.396849,agmarknet_data
Meghalaya,Meghalaya Main,Meghalaya Main APMC,Wheat,Standard,FAQ,02/01/2026,2297.55,2565.65,2355.15,2026-01-09T23:47:29.401395,agmarknet_data
Mizoram,Mizoram Main,Mizoram Main APMC,Wheat,Standard,FAQ,02/01/2026,2297.55,2565.65,2355.15,2026-01-09T23:47:29.407932,agmarknet_data
Nagaland,Nagaland Main,Nagaland Main APMC,Wheat,Standard,FAQ,02/01/2026,2297.55,2565.65,2355.15,2026-01-09T23:47:29.409682,agmarknet_data
Odisha,Rourkela,Rourkela APMC,Wheat,Standard,FAQ,02/01/2026,1980.77,2315.47,2155.15,2026-01-09T23:47:29.409682,agmarknet_data
Punjab,Amritsar,Amritsar APMC,Wheat,Standard,FAQ,02/01/2026,2254.65,2714.46,2480.15,2026-01-09T23:47:29.418094,agmarknet_data
Rajasthan,Jodhpur,Jodhpur APMC,Wheat,Standard,FAQ,02/01/2026,2095.56,2522.93,2305.15,2026-01-09T23:47:29.424614,agmarknet_data
Sikkim,Sikkim Main,Sikkim Main APMC,Wheat,Standard,FAQ,02/01/2026,2297.55,2565.65,2355.15,2026-01-09T23:47:29.426872,agmarknet_data
Tamil Nadu,Coimbatore,Coimbatore APMC,Wheat,Standard,FAQ,02/01/2026,2254.65,2714.46,2480.15,2026-01-09T23:47:29.426872,agmarknet_data
Telangana,Karimnagar,Karimnagar APMC,Wheat,Standard,FAQ,02/01/2026,2164.59,2530.35,2355.15,2026-01-09T23:47:29.434391,agmarknet_data
Tripura,Tripura Main,Tripura Main APMC,Wheat,Standard,FAQ,02/01/2026,2297.55,2565.65,2355.15,2026-01-09T23:47:29.439576,agmarknet_data
Uttar Pradesh,Kanpur,Kanpur APMC,Wheat,Standard,FAQ,02/01/2026,2027.38,2440.84,2230.15,2026-01-09T23:47:29.444970,agmarknet_data
Uttarakhand,Uttarakhand Main,Uttarakhand Main APMC,Wheat,Standard,FAQ,02/01/2026,2346.32,2620.11,2405.15,2026-01-09T23:47:29.444970,agmarknet_data
West Bengal,Siliguri,Siliguri APMC,Wheat,Standard,FAQ,02/01/2026,2027.38,2440.84,2230.15,2026-01-09T23:47:29.450496,agmarknet_data
Andhra Pradesh,Guntur,Guntur APMC,Paddy(Common),Standard,FAQ,02/01/2026,2113.12,2470.18,2299.15,2026-01-09T23:47:29.455957,agmarknet_data
Arunachal Pradesh,Arunachal Pradesh Main,Arunachal Pradesh Main APMC,Paddy(Common),Standard,FAQ,02/01/2026,2285.84,2552.57,2343.15,2026-01-09T23:47:29.455957,agmarknet_data
Assam,Silchar,Silchar APMC,Paddy(Common),Standard,FAQ,02/01/2026,1951.36,2281.09,2123.15,2026-01-09T23:47:29.455957,agmarknet_data
Bihar,Muzaffarpur,Muzaffarpur APMC,Paddy(Common),Standard,FAQ,02/01/2026,1951.36,2281.09,2123.15,2026-01-09T23:47:29.466225,agmarknet_data
Chhattisgarh,Durg,Durg APMC,Paddy(Common),Standard,FAQ,02/01/2026,2052.46,2399.27,2233.15,2026-01-09T23:47:29.466225,agmarknet_data
Goa,Goa Main,Goa Main APMC,Paddy(Common),Standard,FAQ,02/01/2026,2285.84,2552.57,2343.15,2026-01-09T23:47:29.476427,agmarknet_data
Gujarat,Surat,Surat APMC,Paddy(Common),Standard,FAQ,02/01/2026,2130.11,2564.52,2343.15,2026-01-09T23:47:29.476427,agmarknet_data
Haryana,Hisar,Hisar APMC,Paddy(Common),Standard,FAQ,02/01/2026,2190.1,2636.75,2409.15,2026-01-09T23:47:29.484080,agmarknet_data
Himachal Pradesh,Himachal Pradesh Main,Himachal Pradesh Main APMC,Paddy(Common),Standard,FAQ,02/01/2026,2393.15,2672.4,2453.15,2026-01-09T23:47:29.489460,agmarknet_data
