state,district,market,commodity,variety,grade,arrival_date,min_price,max_price,modal_price,fetch_timestamp,data_type
Andhra Pradesh,Tirupati,Tirupati APMC,Wheat,Standard,FAQ,25/11/2025,2006.2,2313.83,2150.48,2026-01-09T23:47:29.318658,agmarknet_data
Arunachal Pradesh,Arunachal Pradesh Main,Arunachal Pradesh Main APMC,Wheat,Standard,FAQ,25/11/2025,1989.37,2400.57,2200.48,2026-01-09T23:47:29.324466,agmarknet_data
Assam,Jorhat,Jorhat APMC,Wheat,Standard,FAQ,25/11/2025,1819.62,2098.64,1950.48,2026-01-09T23:47:29.328476,agmarknet_data
Bihar,Bhagalpur,Bhagalpur APMC,Wheat,Standard,FAQ,25/11/2025,1819.62,2098.64,1950.48,2026-01-09T23:47:29.332546,agmarknet_data
Chhattisgarh,Korba,Korba APMC,Wheat,Standard,FAQ,25/11/2025,1936.23,2233.14,2075.48,2026-01-09T23:47:29.332546,agmarknet_data
Goa,Goa Main,Goa Main APMC,Wheat,Standard,FAQ,25/11/2025,1989.37,2400.57,2200.48,2026-01-09T23:47:29.341339,agmarknet_data
Gujarat,Surat,Surat APMC,Wheat,Standard,FAQ,25/11/2025,2101.64,2254.74,2200.48,2026-01-09T23:47:29.344265,agmarknet_data
Haryana,Hisar,Hisar APMC,Wheat,Standard,FAQ,25/11/2025,2173.27,2331.58,2275.48,2026-01-09T23:47:29.344265,agmarknet_data
Himachal Pradesh,Himachal Pradesh Main,Himachal Pradesh Main APMC,Wheat,Standard,FAQ,25/11/2025,2102.38,2536.94,2325.48,2026-01-09T23:47:29.354856,agmarknet_data
Jharkhand,Bokaro,Bokaro APMC,Wheat,Standard,FAQ,25/11/2025,1889.59,2179.34,2025.48,2026-01-09T23:47:29.360820,agmarknet_data
Karnataka,Hubli,Hubli APMC,Wheat,Standard,FAQ,25/11/2025,2101.64,2254.74,2200.48,2026-01-09T23:47:29.365329,agmarknet_data
