state,district,market,commodity,variety,grade,arrival_date,min_price,max_price,modal_price,fetch_timestamp,data_type
Andhra Pradesh,Vijayawada,Vijayawada APMC,Wheat,Standard,FAQ,31/10/2025,1925.01,2306.3,2105.75,2026-01-09T23:47:29.318658,agmarknet_data
Arunachal Pradesh,Arunachal Pradesh Main,Arunachal Pradesh Main APMC,Wheat,Standard,FAQ,31/10/2025,2015.09,2259.24,2155.75,2026-01-09T23:47:29.322633,agmarknet_data
Assam,Guwahati,Guwahati APMC,Wheat,Standard,FAQ,31/10/2025,1742.18,2087.25,1905.75,2026-01-09T23:47:29.326471,agmarknet_data
Bihar,Patna,Patna APMC,Wheat,Standard,FAQ,31/10/2025,1742.18,2087.25,1905.75,2026-01-09T23:47:29.331530,agmarknet_data
Chhattisgarh,Raipur,Raipur APMC,Wheat,Standard,FAQ,31/10/2025,1856.45,2224.16,2030.75,2026-01-09T23:47:29.332546,agmarknet_data
Goa,Goa Main,Goa Main APMC,Wheat,Standard,FAQ,31/10/2025,2015.09,2259.24,2155.75,2026-01-09T23:47:29.338572,agmarknet_data
Gujarat,Junagadh,Junagadh APMC,Wheat,Standard,FAQ,31/10/2025,2100.28,2272.71,2155.75,2026-01-09T23:47:29.344265,agmarknet_data
Haryana,Sirsa,Sirsa APMC,Wheat,Standard,FAQ,31/10/2025,2173.35,2351.78,2230.75,2026-01-09T23:47:29.344265,agmarknet_data
Himachal Pradesh,Himachal Pradesh Main,Himachal Pradesh Main APMC,Wheat,Standard,FAQ,31/10/2025,2131.94,2390.24,2280.75,2026-01-09T23:47:29.353833,agmarknet_data
Jharkhand,Ranchi,Ranchi APMC,Wheat,Standard,FAQ,31/10/2025,1810.74,2169.39,1980.75,2026-01-09T23:47:29.360820,agmarknet_data
Karnataka,Davangere,Davangere APMC,Wheat,Standard,FAQ,31/10/2025,2100.28,2272.71,2155.75,2026-01-09T23:47:29.365329,agmarknet_data
Kerala,Kochi,Kochi APMC,Wheat,Standard,FAQ,31/10/2025,2199.27,2634.87,2405.75,2026-01-09T23:47:29.369338,agmarknet_data
Madhya Pradesh,Sagar,Sagar APMC,Wheat,Standard,FAQ,31/10/2025,2100.28,2272.71,2155.75,2026-01-09T23:47:29.374510,agmarknet_data
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,Standard,FAQ,31/10/2025,2148.99,2325.43,2205.75,2026-01-09T23:47:29.385239,agmarknet_data
Manipur,Manipur Main,Manipur Main APMC,Wheat,Standard,FAQ,31/10/2025,2015.09,2259.24,2155.75,2026-01-09T23:47:29.393253,agmarknet_data
Meghalaya,Meghalaya Main,Meghalaya Main APMC,Wheat,Standard,FAQ,31/10/2025,2015.09,2259.24,2155.75,2026-01-09T23:47:29.397902,agmarknet_data
Mizoram,Mizoram Main,Mizoram Main APMC,Wheat,Standard,FAQ,31/10/2025,2015.09,2259.24,2155.75,2026-01-09T23:47:29.403904,agmarknet_data
Nagaland,Nagaland Main,Nagaland Main APMC,Wheat,Standard,FAQ,31/10/2025,2015.09,2259.24,2155.75,2026-01-09T23:47:29.409682,agmarknet_data
Odisha,Bhubaneswar,Bhubaneswar APMC,Wheat,Standard,FAQ,31/10/2025,1787.89,2142.01,1955.75,2026-01-09T23:47:29.409682,agmarknet_data
Punjab,Bathinda,Bathinda APMC,Wheat,Standard,FAQ,31/10/2025,2222.06,2404.5,2280.75,2026-01-09T23:47:29.409682,agmarknet_data
Rajasthan,Bikaner,Bikaner APMC,Wheat,Standard,FAQ,31/10/2025,2051.56,2220.0,2105.75,2026-01-09T23:47:29.418094,agmarknet_data
Sikkim,Sikkim Main,Sikkim Main APMC,Wheat,Standard,FAQ,31/10/2025,2015.09,2259.24,2155.75,2026-01-09T23:47:29.426367,agmarknet_data
Tamil Nadu,Trichy,Trichy APMC,Wheat,Standard,FAQ,31/10/2025,2222.06,2404.5,2280.75,2026-01-09T23:47:29.426872,agmarknet_data
Telangana,Hyderabad,Hyderabad APMC,Wheat,Standard,FAQ,31/10/2025,1970.72,2361.06,2155.75,2026-01-09T23:47:29.426872,agmarknet_data
Tripura,Tripura Main,Tripura Main APMC,Wheat,Standard,FAQ,31/10/2025,2015.09,2259.24,2155.75,2026-01-09T23:47:29.436398,agmarknet_data
Uttar Pradesh,Meerut,Meerut APMC,Wheat,Standard,FAQ,31/10/2025,1978.49,2140.93,2030.75,2026-01-09T23:47:29.440911,agmarknet_data
