state,district,market,commodity,variety,grade,arrival_date,min_price,max_price,modal_price,fetch_timestamp,data_type
Andhra Pradesh,Guntur,Guntur APMC,Wheat,Standard,FAQ,19/12/2025,2002.86,2387.06,2200.27,2026-01-09T23:47:29.318658,agmarknet_data
Arunachal Pradesh,Arunachal Pradesh Main,Arunachal Pradesh Main APMC,Wheat,Standard,FAQ,19/12/2025,2156.66,2303.86,2250.27,2026-01-09T23:47:29.324466,agmarknet_data
Assam,Silchar,Silchar APMC,Wheat,Standard,FAQ,19/12/2025,1820.8,2170.08,2000.27,2026-01-09T23:47:29.328476,agmarknet_data
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,Standard,FAQ,19/12/2025,1820.8,2170.08,2000.27,2026-01-09T23:47:29.332546,agmarknet_data
Chhattisgarh,Durg,Durg APMC,Wheat,Standard,FAQ,19/12/2025,1934.59,2305.7,2125.27,2026-01-09T23:47:29.332546,agmarknet_data
Goa,Goa Main,Goa Main APMC,Wheat,Standard,FAQ,19/12/2025,2156.66,2303.86,2250.27,2026-01-09T23:47:29.341339,agmarknet_data
Gujarat,Vadodara,Vadodara APMC,Wheat,Standard,FAQ,19/12/2025,2138.46,2453.24,2250.27,2026-01-09T23:47:29.344265,agmarknet_data
Haryana,Ambala,Ambala APMC,Wheat,Standard,FAQ,19/12/2025,2209.74,2535.0,2325.27,2026-01-09T23:47:29.344265,agmarknet_data
Himachal Pradesh,Himachal Pradesh Main,Himachal Pradesh Main APMC,Wheat,Standard,FAQ,19/12/2025,2276.46,2431.84,2375.27,2026-01-09T23:47:29.358061,agmarknet_data
Jharkhand,Dhanbad,Dhanbad APMC,Wheat,Standard,FAQ,19/12/2025,1889.08,2251.45,2075.27,2026-01-09T23:47:29.363323,agmarknet_data
Karnataka,Belgaum,Belgaum APMC,Wheat,Standard,FAQ,19/12/2025,2138.46,2453.24,2250.27,2026-01-09T23:47:29.367333,agmarknet_data
Kerala,Kozhikode,Kozhikode APMC,Wheat,Standard,FAQ,19/12/2025,2275.94,2712.53,2500.27,2026-01-09T23:47:29.369338,agmarknet_data
