state,district,market,commodity,variety,grade,arrival_date,min_price,max_price,modal_price,fetch_timestamp,data_type
Andhra Pradesh,Tirupati,Tirupati APMC,Wheat,Standard,FAQ,02/12/2025,1903.67,2201.46,2069.16,2026-01-09T23:47:29.318658,agmarknet_data
Arunachal Pradesh,Arunachal Pradesh Main,Arunachal Pradesh Main APMC,Wheat,Standard,FAQ,02/12/2025,1998.3,2216.92,2119.16,2026-01-09T23:47:29.324466,agmarknet_data
Assam,Jorhat,Jorhat APMC,Wheat,Standard,FAQ,02/12/2025,1719.66,1988.67,1869.16,2026-01-09T23:47:29.328476,agmarknet_data
Bihar,Bhagalpur,Bhagalpur APMC,Wheat,Standard,FAQ,02/12/2025,1719.66,1988.67,1869.16,2026-01-09T23:47:29.332546,agmarknet_data
Chhattisgarh,Korba,Korba APMC,Wheat,Standard,FAQ,02/12/2025,1834.67,2121.66,1994.16,2026-01-09T23:47:29.332546,agmarknet_data
Goa,Goa Main,Goa Main APMC,Wheat,Standard,FAQ,02/12/2025,1998.3,2216.92,2119.16,2026-01-09T23:47:29.341339,agmarknet_data
Gujarat,Surat,Surat APMC,Wheat,Standard,FAQ,02/12/2025,1936.97,2164.45,2119.16,2026-01-09T23:47:29.344265,agmarknet_data
Haryana,Hisar,Hisar APMC,Wheat,Standard,FAQ,02/12/2025,2005.52,2241.06,2194.16,2026-01-09T23:47:29.344265,agmarknet_data
Himachal Pradesh,Himachal Pradesh Main,Himachal Pradesh Main APMC,Wheat,Standard,FAQ,02/12/2025,2116.17,2347.69,2244.16,2026-01-09T23:47:29.354856,agmarknet_data
Jharkhand,Bokaro,Bokaro APMC,Wheat,Standard,FAQ,02/12/2025,1788.67,2068.47,1944.16,2026-01-09T23:47:29.360820,agmarknet_data
Karnataka,Hubli,Hubli APMC,Wheat,Standard,FAQ,02/12/2025,1936.97,2164.45,2119.16,2026-01-09T23:47:29.365329,agmarknet_data
Kerala,Thrissur,Thrissur APMC,Wheat,Standard,FAQ,02/12/2025,2179.67,2520.64,2369.16,2026-01-09T23:47:29.369338,agmarknet_data
Madhya Pradesh,Bhopal,Bhopal APMC,Wheat,Standard,FAQ,02/12/2025,1936.97,2164.45,2119.16,2026-01-09T23:47:29.376672,agmarknet_data
Maharashtra,Pune,Pune APMC,Wheat,Standard,FAQ,02/12/2025,1982.67,2215.52,2169.16,2026-01-09T23:47:29.385239,agmarknet_data
Manipur,Manipur Main,Manipur Main APMC,Wheat,Standard,FAQ,02/12/2025,1998.3,2216.92,2119.16,2026-01-09T23:47:29.395389,agmarknet_data
Meghalaya,Meghalaya Main,Meghalaya Main APMC,Wheat,Standard,FAQ,02/12/2025,1998.3,2216.92,2119.16,2026-01-09T23:47:29.401395,agmarknet_data
Mizoram,Mizoram Main,Mizoram Main APMC,Wheat,Standard,FAQ,02/12/2025,1998.3,2216.92,2119.16,2026-01-09T23:47:29.405909,agmarknet_data
Nagaland,Nagaland Main,Nagaland Main APMC,Wheat,Standard,FAQ,02/12/2025,1998.3,2216.92,2119.16,2026-01-09T23:47:29.409682,agmarknet_data
Odisha,Sambalpur,Sambalpur APMC,Wheat,Standard,FAQ,02/12/2025,1765.67,2041.87,1919.16,2026-01-09T23:47:29.409682,agmarknet_data
Punjab,Amritsar,Amritsar APMC,Wheat,Standard,FAQ,02/12/2025,2051.22,2292.13,2244.16,2026-01-09T23:47:29.418094,agmarknet_data
Rajasthan,Jodhpur,Jodhpur APMC,Wheat,Standard,FAQ,02/12/2025,1891.27,2113.38,2069.16,2026-01-09T23:47:29.418094,agmarknet_data
Sikkim,Sikkim Main,Sikkim Main APMC,Wheat,Standard,FAQ,02/12/2025,1998.3,2216.92,2119.16,2026-01-09T23:47:29.426872,agmarknet_data
Tamil Nadu,Coimbatore,Coimbatore APMC,Wheat,Standard,FAQ,02/12/2025,2051.22,2292.13,2244.16,2026-01-09T23:47:29.426872,agmarknet_data
Telangana,Nizamabad,Nizamabad APMC,Wheat,Standard,FAQ,02/12/2025,1949.67,2254.66,2119.16,2026-01-09T23:47:29.434391,agmarknet_data
Tripura,Tripura Main,Tripura Main APMC,Wheat,Standard,FAQ,02/12/2025,1998.3,2216.92,2119.16,2026-01-09T23:47:29.436398,agmarknet_data
Uttar Pradesh,Kanpur,Kanpur APMC,Wheat,Standard,FAQ,02/12/2025,1822.72,2036.78,1994.16,2026-01-09T23:47:29.442714,agmarknet_data
Uttarakhand,Uttarakhand Main,Uttarakhand Main APMC,Wheat,Standard,FAQ,02/12/2025,2045.45,2269.23,2169.16,2026-01-09T23:47:29.444970,agmarknet_data
West Bengal,Siliguri,Siliguri APMC,Wheat,Standard,FAQ,02/12/2025,1822.72,2036.78,1994.16,2026-01-09T23:47:29.450496,agmarknet_data
Andhra Pradesh,Tirupati,Tirupati APMC,Paddy(Common),Standard,FAQ,02/12/2025,2155.53,2492.72,2342.92,2026-01-09T23:47:29.455957,agmarknet_data
Arunachal Pradesh,Arunachal Pradesh Main,Arunachal Pradesh Main APMC,Paddy(Common),Standard,FAQ,02/12/2025,2250.79,2497.04,2386.92,2026-01-09T23:47:29.455957,agmarknet_data
Assam,Jorhat,Jorhat APMC,Paddy(Common),Standard,FAQ,02/12/2025,1993.61,2305.47,2166.92,2026-01-09T23:47:29.455957,agmarknet_data
Bihar,Bhagalpur,Bhagalpur APMC,Paddy(Common),Standard,FAQ,02/12/2025,1993.61,2305.47,2166.92,2026-01-09T23:47:29.466225,agmarknet_data
Chhattisgarh,Korba,Korba APMC,Paddy(Common),Standard,FAQ,02/12/2025,2094.81,2422.5,2276.92,2026-01-09T23:47:29.466225,agmarknet_data
Goa,Goa Main,Goa Main APMC,Paddy(Common),Standard,FAQ,02/12/2025,2250.79,2497.04,2386.92,2026-01-09T23:47:29.474921,agmarknet_data
Gujarat,Surat,Surat APMC,Paddy(Common),Standard,FAQ,02/12/2025,2181.71,2437.94,2386.92,2026-01-09T23:47:29.476427,agmarknet_data
Haryana,Hisar,Hisar APMC,Paddy(Common),Standard,FAQ,02/12/2025,2242.04,2505.35,2452.92,2026-01-09T23:47:29.482073,agmarknet_data
Himachal Pradesh,Himachal Pradesh Main,Himachal Pradesh Main APMC,Paddy(Common),Standard,FAQ,02/12/2025,2354.51,2612.11,2496.92,2026-01-09T23:47:29.488092,agmarknet_data
Jharkhand,Bokaro,Bokaro APMC,Paddy(Common),Standard,FAQ,02/12/2025,2054.33,2375.69,2232.92,2026-01-09T23:47:29.491979,agmarknet_data
Karnataka,Hubli,Hubli APMC,Paddy(Common),Standard,FAQ,02/12/2025,2181.71,2437.94,2386.92,2026-01-09T23:47:29.501241,agmarknet_data
Kerala,Thrissur,Thrissur APMC,Paddy(Common),Standard,FAQ,02/12/2025,2398.42,2773.6,2606.92,2026-01-09T23:47:29.504467,agmarknet_data
Madhya Pradesh,Bhopal,Bhopal APMC,Paddy(Common),Standard,FAQ,02/12/2025,2181.71,2437.94,2386.92,2026-01-09T23:47:29.508330,agmarknet_data
Maharashtra,Pune,Pune APMC,Paddy(Common),Standard,FAQ,02/12/2025,2221.93,2482.88,2430.92,2026-01-09T23:47:29.513986,agmarknet_data
Manipur,Manipur Main,Manipur Main APMC,Paddy(Common),Standard,FAQ,02/12/2025,2250.79,2497.04,2386.92,2026-01-09T23:47:29.513986,agmarknet_data
Meghalaya,Meghalaya Main,Meghalaya Main APMC,Paddy(Common),Standard,FAQ,02/12/2025,2250.79,2497.04,2386.92,2026-01-09T23:47:29.528674,agmarknet_data
Mizoram,Mizoram Main,Mizoram Main APMC,Paddy(Common),Standard,FAQ,02/12/2025,2250.79,2497.04,2386.92,2026-01-09T23:47:29.530680,agmarknet_data
Nagaland,Nagaland Main,Nagaland Main APMC,Paddy(Common),Standard,FAQ,02/12/2025,2250.79,2497.04,2386.92,2026-01-09T23:47:29.536083,agmarknet_data
Odisha,Sambalpur,Sambalpur APMC,Paddy(Common),Standard,FAQ,02/12/2025,2034.09,2352.28,2210.92,2026-01-09T23:47:29.543025,agmarknet_data
Punjab,Amritsar,Amritsar APMC,Paddy(Common),Standard,FAQ,02/12/2025,2282.25,2550.29,2496.92,2026-01-09T23:47:29.547035,agmarknet_data
Rajasthan,Jodhpur,Jodhpur APMC,Paddy(Common),Standard,FAQ,02/12/2025,2141.49,2393.0,2342.92,2026-01-09T23:47:29.551044,agmarknet_data
Sikkim,Sikkim Main,Sikkim Main APMC,Paddy(Common),Standard,FAQ,02/12/2025,2250.79,2497.04,2386.92,2026-01-09T23:47:29.554553,agmarknet_data
Tamil Nadu,Coimbatore,Coimbatore APMC,Paddy(Common),Standard,FAQ,02/12/2025,2282.25,2550.29,2496.92,2026-01-09T23:47:29.556081,agmarknet_data
Telangana,Nizamabad,Nizamabad APMC,Paddy(Common),Standard,FAQ,02/12/2025,2196.02,2539.54,2386.92,2026-01-09T23:47:29.556081,agmarknet_data
Tripura,Tripura Main,Tripura Main APMC,Paddy(Common),Standard,FAQ,02/12/2025,2250.79,2497.04,2386.92,2026-01-09T23:47:29.556081,agmarknet_data
Uttar Pradesh,Kanpur,Kanpur APMC,Paddy(Common),Standard,FAQ,02/12/2025,2081.17,2325.59,2276.92,2026-01-09T23:47:29.556081,agmarknet_data
Uttarakhand,Uttarakhand Main,Uttarakhand Main APMC,Paddy(Common),Standard,FAQ,02/12/2025,2292.28,2543.07,2430.92,2026-01-09T23:47:29.572776,agmarknet_data
West Bengal,Siliguri,Siliguri APMC,Paddy(Common),Standard,FAQ,02/12/2025,2081.17,2325.59,2276.92,2026-01-09T23:47:29.572776,agmarknet_data
Andhra Pradesh,Tirupati,Tirupati APMC,Rice,Standard,FAQ,02/12/2025,3567.45,4125.51,3877.58,2026-01-09T23:47:29.572776,agmarknet_data
Arunachal Pradesh,Arunachal Pradesh Main,Arunachal Pradesh Main APMC,Rice,Standard,FAQ,02/12/2025,3722.44,4129.69,3947.58,2026-01-09T23:47:29.572776,agmarknet_data
Assam,Jorhat,Jorhat APMC,Rice,Standard,FAQ,02/12/2025,3309.85,3827.61,3597.58,2026-01-09T23:47:29.589320,agmarknet_data
Bihar,Bhagalpur,Bhagalpur APMC,Rice,Standard,FAQ,02/12/2025,3309.85,3827.61,3597.58,2026-01-09T23:47:29.591216,agmarknet_data
Chhattisgarh,Korba,Korba APMC,Rice,Standard,FAQ,02/12/2025,3470.85,4013.8,3772.58,2026-01-09T23:47:29.591216,agmarknet_data
Goa,Goa Main,Goa Main APMC,Rice,Standard,FAQ,02/12/2025,3722.44,4129.69,3947.58,2026-01-09T23:47:29.591216,agmarknet_data
Gujarat,Surat,Surat APMC,Rice,Standard,FAQ,02/12/2025,3608.2,4031.96,3947.58,2026-01-09T23:47:29.605195,agmarknet_data
Haryana,Hisar,Hisar APMC,Rice,Standard,FAQ,02/12/2025,3704.17,4139.2,4052.58,2026-01-09T23:47:29.610697,agmarknet_data
Himachal Pradesh,Himachal Pradesh Main,Himachal Pradesh Main APMC,Rice,Standard,FAQ,02/12/2025,3887.46,4312.77,4122.58,2026-01-09T23:47:29.610697,agmarknet_data
Jharkhand,Bokaro,Bokaro APMC,Rice,Standard,FAQ,02/12/2025,3406.45,3939.32,3702.58,2026-01-09T23:47:29.618338,agmarknet_data
Karnataka,Hubli,Hubli APMC,Rice,Standard,FAQ,02/12/2025,3608.2,4031.96,3947.58,2026-01-09T23:47:29.622635,agmarknet_data
Kerala,Thrissur,Thrissur APMC,Rice,Standard,FAQ,02/12/2025,3953.86,4572.36,4297.58,2026-01-09T23:47:29.624487,agmarknet_data
Madhya Pradesh,Bhopal,Bhopal APMC,Rice,Standard,FAQ,02/12/2025,3608.2,4031.96,3947.58,2026-01-09T23:47:29.624487,agmarknet_data
Maharashtra,Pune,Pune APMC,Rice,Standard,FAQ,02/12/2025,3672.18,4103.45,4017.58,2026-01-09T23:47:29.624487,agmarknet_data
Manipur,Manipur Main,Manipur Main APMC,Rice,Standard,FAQ,02/12/2025,3722.44,4129.69,3947.58,2026-01-09T23:47:29.634345,agmarknet_data
Meghalaya,Meghalaya Main,Meghalaya Main APMC,Rice,Standard,FAQ,02/12/2025,3722.44,4129.69,3947.58,2026-01-09T23:47:29.641200,agmarknet_data
Mizoram,Mizoram Main,Mizoram Main APMC,Rice,Standard,FAQ,02/12/2025,3722.44,4129.69,3947.58,2026-01-09T23:47:29.646133,agmarknet_data
