state,district,market,commodity,variety,grade,arrival_date,min_price,max_price,modal_price,fetch_timestamp,data_type
Andhra Pradesh,Guntur,Guntur APMC,Wheat,Standard,FAQ,10/12/2025,2003.46,2337.81,2206.87,2026-01-09T23:47:29.318658,agmarknet_data
Arunachal Pradesh,Arunachal Pradesh Main,Arunachal Pradesh Main APMC,Wheat,Standard,FAQ,10/12/2025,2109.46,2436.35,2256.87,2026-01-09T23:47:29.324466,agmarknet_data
Assam,Silchar,Silchar APMC,Wheat,Standard,FAQ,10/12/2025,1821.89,2125.94,2006.87,2026-01-09T23:47:29.328476,agmarknet_data
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,Standard,FAQ,10/12/2025,1821.89,2125.94,2006.87,2026-01-09T23:47:29.332546,agmarknet_data
Chhattisgarh,Durg,Durg APMC,Wheat,Standard,FAQ,10/12/2025,1935.37,2258.36,2131.87,2026-01-09T23:47:29.332546,agmarknet_data
Goa,Goa Main,Goa Main APMC,Wheat,Standard,FAQ,10/12/2025,2109.46,2436.35,2256.87,2026-01-09T23:47:29.341339,agmarknet_data
Gujarat,Rajkot,Rajkot APMC,Wheat,Standard,FAQ,10/12/2025,2175.8,2424.27,2256.87,2026-01-09T23:47:29.344265,agmarknet_data
Haryana,Rohtak,Rohtak APMC,Wheat,Standard,FAQ,10/12/2025,2248.1,2504.84,2331.87,2026-01-09T23:47:29.344265,agmarknet_data
Himachal Pradesh,Himachal Pradesh Main,Himachal Pradesh Main APMC,Wheat,Standard,FAQ,10/12/2025,2226.29,2571.29,2381.87,2026-01-09T23:47:29.356308,agmarknet_data
Jharkhand,Dhanbad,Dhanbad APMC,Wheat,Standard,FAQ,10/12/2025,1889.98,2205.39,2081.87,2026-01-09T23:47:29.363323,agmarknet_data
Karnataka,Mysore,Mysore APMC,Wheat,Standard,FAQ,10/12/2025,2175.8,2424.27,2256.87,2026-01-09T23:47:29.365329,agmarknet_data
Kerala,Kozhikode,Kozhikode APMC,Wheat,Standard,FAQ,10/12/2025,2275.81,2655.6,2506.87,2026-01-09T23:47:29.369338,agmarknet_data
Madhya Pradesh,Jabalpur,Jabalpur APMC,Wheat,Standard,FAQ,10/12/2025,2175.8,2424.27,2256.87,2026-01-09T23:47:29.378183,agmarknet_data
Maharashtra,Nashik,Nashik APMC,Wheat,Standard,FAQ,10/12/2025,2224.0,2477.98,2306.87,2026-01-09T23:47:29.387906,agmarknet_data
Manipur,Manipur Main,Manipur Main APMC,Wheat,Standard,FAQ,10/12/2025,2109.46,2436.35,2256.87,2026-01-09T23:47:29.395389,agmarknet_data
Meghalaya,Meghalaya Main,Meghalaya Main APMC,Wheat,Standard,FAQ,10/12/2025,2109.46,2436.35,2256.87,2026-01-09T23:47:29.401395,agmarknet_data
Mizoram,Mizoram Main,Mizoram Main APMC,Wheat,Standard,FAQ,10/12/2025,2109.46,2436.35,2256.87,2026-01-09T23:47:29.405909,agmarknet_data
Nagaland,Nagaland Main,Nagaland Main APMC,Wheat,Standard,FAQ,10/12/2025,2109.46,2436.35,2256.87,2026-01-09T23:47:29.409682,agmarknet_data
Odisha,Rourkela,Rourkela APMC,Wheat,Standard,FAQ,10/12/2025,1867.28,2178.91,2056.87,2026-01-09T23:47:29.409682,agmarknet_data
Punjab,Jalandhar,Jalandhar APMC,Wheat,Standard,FAQ,10/12/2025,2296.31,2558.54,2381.87,2026-01-09T23:47:29.418094,agmarknet_data
Rajasthan,Kota,Kota APMC,Wheat,Standard,FAQ,10/12/2025,2127.59,2370.56,2206.87,2026-01-09T23:47:29.418094,agmarknet_data
Sikkim,Sikkim Main,Sikkim Main APMC,Wheat,Standard,FAQ,10/12/2025,2109.46,2436.35,2256.87,2026-01-09T23:47:29.426872,agmarknet_data
Tamil Nadu,Madurai,Madurai APMC,Wheat,Standard,FAQ,10/12/2025,2296.31,2558.54,2381.87,2026-01-09T23:47:29.426872,agmarknet_data
Telangana,Karimnagar,Karimnagar APMC,Wheat,Standard,FAQ,10/12/2025,2048.85,2390.77,2256.87,2026-01-09T23:47:29.434391,agmarknet_data
Tripura,Tripura Main,Tripura Main APMC,Wheat,Standard,FAQ,10/12/2025,2109.46,2436.35,2256.87,2026-01-09T23:47:29.438402,agmarknet_data
Uttar Pradesh,Agra,Agra APMC,Wheat,Standard,FAQ,10/12/2025,2055.29,2290.0,2131.87,2026-01-09T23:47:29.442714,agmarknet_data
Uttarakhand,Uttarakhand Main,Uttarakhand Main APMC,Wheat,Standard,FAQ,10/12/2025,2156.19,2490.32,2306.87,2026-01-09T23:47:29.444970,agmarknet_data
West Bengal,Asansol,Asansol APMC,Wheat,Standard,FAQ,10/12/2025,2055.29,2290.0,2131.87,2026-01-09T23:47:29.450496,agmarknet_data
Andhra Pradesh,Guntur,Guntur APMC,Paddy(Common),Standard,FAQ,10/12/2025,2194.2,2560.38,2416.98,2026-01-09T23:47:29.455957,agmarknet_data
Arunachal Pradesh,Arunachal Pradesh Main,Arunachal Pradesh Main APMC,Paddy(Common),Standard,FAQ,10/12/2025,2300.23,2656.68,2460.98,2026-01-09T23:47:29.455957,agmarknet_data
Assam,Silchar,Silchar APMC,Paddy(Common),Standard,FAQ,10/12/2025,2034.42,2373.93,2240.98,2026-01-09T23:47:29.455957,agmarknet_data
Bihar,Muzaffarpur,Muzaffarpur APMC,Paddy(Common),Standard,FAQ,10/12/2025,2034.42,2373.93,2240.98,2026-01-09T23:47:29.466225,agmarknet_data
Chhattisgarh,Durg,Durg APMC,Paddy(Common),Standard,FAQ,10/12/2025,2134.28,2490.46,2350.98,2026-01-09T23:47:29.466225,agmarknet_data
Goa,Goa Main,Goa Main APMC,Paddy(Common),Standard,FAQ,10/12/2025,2300.23,2656.68,2460.98,2026-01-09T23:47:29.474921,agmarknet_data
Gujarat,Rajkot,Rajkot APMC,Paddy(Common),Standard,FAQ,10/12/2025,2372.57,2643.52,2460.98,2026-01-09T23:47:29.476427,agmarknet_data
Haryana,Rohtak,Rohtak APMC,Paddy(Common),Standard,FAQ,10/12/2025,2436.2,2714.41,2526.98,2026-01-09T23:47:29.482073,agmarknet_data
