state,district,market,commodity,variety,grade,arrival_date,min_price,max_price,modal_price,fetch_timestamp,data_type
Andhra Pradesh,Tirupati,Tirupati APMC,Wheat,Standard,FAQ,07/12/2025,1954.49,2250.45,2148.71,2026-01-09T23:47:29.318658,agmarknet_data
Arunachal Pradesh,Arunachal Pradesh Main,Arunachal Pradesh Main APMC,Wheat,Standard,FAQ,07/12/2025,2003.17,2266.03,2198.71,2026-01-09T23:47:29.324466,agmarknet_data
Assam,Jorhat,Jorhat APMC,Wheat,Standard,FAQ,07/12/2025,1772.57,2040.98,1948.71,2026-01-09T23:47:29.328476,agmarknet_data
Bihar,Bhagalpur,Bhagalpur APMC,Wheat,Standard,FAQ,07/12/2025,1772.57,2040.98,1948.71,2026-01-09T23:47:29.332546,agmarknet_data
Chhattisgarh,Korba,Korba APMC,Wheat,Standard,FAQ,07/12/2025,1886.27,2171.9,2073.71,2026-01-09T23:47:29.332546,agmarknet_data
Goa,Goa Main,Goa Main APMC,Wheat,Standard,FAQ,07/12/2025,2003.17,2266.03,2198.71,2026-01-09T23:47:29.341339,agmarknet_data
Gujarat,Junagadh,Junagadh APMC,Wheat,Standard,FAQ,07/12/2025,2067.34,2393.34,2198.71,2026-01-09T23:47:29.344265,agmarknet_data
Haryana,Sirsa,Sirsa APMC,Wheat,Standard,FAQ,07/12/2025,2137.86,2474.98,2273.71,2026-01-09T23:47:29.344265,agmarknet_data
Himachal Pradesh,Himachal Pradesh Main,Himachal Pradesh Main APMC,Wheat,Standard,FAQ,07/12/2025,2117.06,2394.86,2323.71,2026-01-09T23:47:29.356308,agmarknet_data
Jharkhand,Bokaro,Bokaro APMC,Wheat,Standard,FAQ,07/12/2025,1840.79,2119.53,2023.71,2026-01-09T23:47:29.363323,agmarknet_data
Karnataka,Davangere,Davangere APMC,Wheat,Standard,FAQ,07/12/2025,2067.34,2393.34,2198.71,2026-01-09T23:47:29.365329,agmarknet_data
Kerala,Thrissur,Thrissur APMC,Wheat,Standard,FAQ,07/12/2025,2227.38,2564.66,2448.71,2026-01-09T23:47:29.369338,agmarknet_data
Madhya Pradesh,Sagar,Sagar APMC,Wheat,Standard,FAQ,07/12/2025,2067.34,2393.34,2198.71,2026-01-09T23:47:29.376672,agmarknet_data
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,Standard,FAQ,07/12/2025,2114.35,2447.76,2248.71,2026-01-09T23:47:29.387906,agmarknet_data
Manipur,Manipur Main,Manipur Main APMC,Wheat,Standard,FAQ,07/12/2025,2003.17,2266.03,2198.71,2026-01-09T23:47:29.395389,agmarknet_data
Meghalaya,Meghalaya Main,Meghalaya Main APMC,Wheat,Standard,FAQ,07/12/2025,2003.17,2266.03,2198.71,2026-01-09T23:47:29.401395,agmarknet_data
Mizoram,Mizoram Main,Mizoram Main APMC,Wheat,Standard,FAQ,07/12/2025,2003.17,2266.03,2198.71,2026-01-09T23:47:29.405909,agmarknet_data
Nagaland,Nagaland Main,Nagaland Main APMC,Wheat,Standard,FAQ,07/12/2025,2003.17,2266.03,2198.71,2026-01-09T23:47:29.409682,agmarknet_data
Odisha,Sambalpur,Sambalpur APMC,Wheat,Standard,FAQ,07/12/2025,1818.05,2093.35,1998.71,2026-01-09T23:47:29.409682,agmarknet_data
Punjab,Bathinda,Bathinda APMC,Wheat,Standard,FAQ,07/12/2025,2184.87,2529.4,2323.71,2026-01-09T23:47:29.418094,agmarknet_data
Rajasthan,Bikaner,Bikaner APMC,Wheat,Standard,FAQ,07/12/2025,2020.33,2338.91,2148.71,2026-01-09T23:47:29.418094,agmarknet_data
Sikkim,Sikkim Main,Sikkim Main APMC,Wheat,Standard,FAQ,07/12/2025,2003.17,2266.03,2198.71,2026-01-09T23:47:29.426872,agmarknet_data
Tamil Nadu,Trichy,Trichy APMC,Wheat,Standard,FAQ,07/12/2025,2184.87,2529.4,2323.71,2026-01-09T23:47:29.426872,agmarknet_data
Telangana,Nizamabad,Nizamabad APMC,Wheat,Standard,FAQ,07/12/2025,1999.97,2302.82,2198.71,2026-01-09T23:47:29.434391,agmarknet_data
Tripura,Tripura Main,Tripura Main APMC,Wheat,Standard,FAQ,07/12/2025,2003.17,2266.03,2198.71,2026-01-09T23:47:29.436398,agmarknet_data
Uttar Pradesh,Meerut,Meerut APMC,Wheat,Standard,FAQ,07/12/2025,1949.81,2257.27,2073.71,2026-01-09T23:47:29.442714,agmarknet_data
Uttarakhand,Uttarakhand Main,Uttarakhand Main APMC,Wheat,Standard,FAQ,07/12/2025,2048.73,2317.56,2248.71,2026-01-09T23:47:29.444970,agmarknet_data
West Bengal,Howrah,Howrah APMC,Wheat,Standard,FAQ,07/12/2025,1949.81,2257.27,2073.71,2026-01-09T23:47:29.450496,agmarknet_data
Andhra Pradesh,Tirupati,Tirupati APMC,Paddy(Common),Standard,FAQ,07/12/2025,2168.17,2496.48,2383.62,2026-01-09T23:47:29.455957,agmarknet_data
Arunachal Pradesh,Arunachal Pradesh Main,Arunachal Pradesh Main APMC,Paddy(Common),Standard,FAQ,07/12/2025,2211.72,2501.95,2427.62,2026-01-09T23:47:29.455957,agmarknet_data
