state,district,market,commodity,variety,grade,arrival_date,min_price,max_price,modal_price,fetch_timestamp,data_type
Andhra Pradesh,Guntur,Guntur APMC,Wheat,Standard,FAQ,05/11/2025,1988.16,2262.3,2172.2,2026-01-09T23:47:29.318658,agmarknet_data
Arunachal Pradesh,Arunachal Pradesh Main,Arunachal Pradesh Main APMC,Wheat,Standard,FAQ,05/11/2025,2176.79,2350.19,2222.2,2026-01-09T23:47:29.324466,agmarknet_data
Assam,Silchar,Silchar APMC,Wheat,Standard,FAQ,05/11/2025,1805.1,2054.01,1972.2,2026-01-09T23:47:29.326471,agmarknet_data
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,Standard,FAQ,05/11/2025,1805.1,2054.01,1972.2,2026-01-09T23:47:29.332546,agmarknet_data
Chhattisgarh,Durg,Durg APMC,Wheat,Standard,FAQ,05/11/2025,1919.51,2184.19,2097.2,2026-01-09T23:47:29.332546,agmarknet_data
Goa,Goa Main,Goa Main APMC,Wheat,Standard,FAQ,05/11/2025,2176.79,2350.19,2222.2,2026-01-09T23:47:29.341339,agmarknet_data
Gujarat,Surat,Surat APMC,Wheat,Standard,FAQ,05/11/2025,2101.33,2283.92,2222.2,2026-01-09T23:47:29.344265,agmarknet_data
Haryana,Hisar,Hisar APMC,Wheat,Standard,FAQ,05/11/2025,2172.25,2361.01,2297.2,2026-01-09T23:47:29.344265,agmarknet_data
Himachal Pradesh,Himachal Pradesh Main,Himachal Pradesh Main APMC,Wheat,Standard,FAQ,05/11/2025,2299.24,2482.39,2347.2,2026-01-09T23:47:29.353833,agmarknet_data
Jharkhand,Dhanbad,Dhanbad APMC,Wheat,Standard,FAQ,05/11/2025,1873.75,2132.12,2047.2,2026-01-09T23:47:29.360820,agmarknet_data
Karnataka,Hubli,Hubli APMC,Wheat,Standard,FAQ,05/11/2025,2101.33,2283.92,2222.2,2026-01-09T23:47:29.365329,agmarknet_data
Kerala,Kozhikode,Kozhikode APMC,Wheat,Standard,FAQ,05/11/2025,2262.74,2574.74,2472.2,2026-01-09T23:47:29.369338,agmarknet_data
Madhya Pradesh,Bhopal,Bhopal APMC,Wheat,Standard,FAQ,05/11/2025,2101.33,2283.92,2222.2,2026-01-09T23:47:29.374510,agmarknet_data
Maharashtra,Pune,Pune APMC,Wheat,Standard,FAQ,05/11/2025,2148.61,2335.31,2272.2,2026-01-09T23:47:29.385239,agmarknet_data
Manipur,Manipur Main,Manipur Main APMC,Wheat,Standard,FAQ,05/11/2025,2176.79,2350.19,2222.2,2026-01-09T23:47:29.393253,agmarknet_data
Meghalaya,Meghalaya Main,Meghalaya Main APMC,Wheat,Standard,FAQ,05/11/2025,2176.79,2350.19,2222.2,2026-01-09T23:47:29.397902,agmarknet_data
Mizoram,Mizoram Main,Mizoram Main APMC,Wheat,Standard,FAQ,05/11/2025,2176.79,2350.19,2222.2,2026-01-09T23:47:29.403904,agmarknet_data
Nagaland,Nagaland Main,Nagaland Main APMC,Wheat,Standard,FAQ,05/11/2025,2176.79,2350.19,2222.2,2026-01-09T23:47:29.409682,agmarknet_data
Odisha,Rourkela,Rourkela APMC,Wheat,Standard,FAQ,05/11/2025,1850.87,2106.08,2022.2,2026-01-09T23:47:29.409682,agmarknet_data
Punjab,Amritsar,Amritsar APMC,Wheat,Standard,FAQ,05/11/2025,2219.53,2412.39,2347.2,2026-01-09T23:47:29.418094,agmarknet_data
