state,district,market,commodity,variety,grade,arrival_date,min_price,max_price,modal_price,fetch_timestamp,data_type
Andhra Pradesh,Vijayawada,Vijayawada APMC,Wheat,Standard,FAQ,28/12/2025,2228.48,2520.11,2324.22,2026-01-09T23:47:29.318658,agmarknet_data
Arunachal Pradesh,Arunachal Pradesh Main,Arunachal Pradesh Main APMC,Wheat,Standard,FAQ,28/12/2025,2317.08,2590.12,2374.22,2026-01-09T23:47:29.326471,agmarknet_data
Assam,Guwahati,Guwahati APMC,Wheat,Standard,FAQ,28/12/2025,2036.72,2303.25,2124.22,2026-01-09T23:47:29.328476,agmarknet_data
Bihar,Patna,Patna APMC,Wheat,Standard,FAQ,28/12/2025,2036.72,2303.25,2124.22,2026-01-09T23:47:29.332546,agmarknet_data
Chhattisgarh,Raipur,Raipur APMC,Wheat,Standard,FAQ,28/12/2025,2156.57,2438.78,2249.22,2026-01-09T23:47:29.332546,agmarknet_data
Goa,Goa Main,Goa Main APMC,Wheat,Standard,FAQ,28/12/2025,2317.08,2590.12,2374.22,2026-01-09T23:47:29.344265,agmarknet_data
Gujarat,Ahmedabad,Ahmedabad APMC,Wheat,Standard,FAQ,28/12/2025,2318.86,2582.61,2374.22,2026-01-09T23:47:29.344265,agmarknet_data
Haryana,Karnal,Karnal APMC,Wheat,Standard,FAQ,28/12/2025,2392.12,2664.2,2449.22,2026-01-09T23:47:29.344265,agmarknet_data
Himachal Pradesh,Himachal Pradesh Main,Himachal Pradesh Main APMC,Wheat,Standard,FAQ,28/12/2025,2439.07,2726.49,2499.22,2026-01-09T23:47:29.358061,agmarknet_data
Jharkhand,Ranchi,Ranchi APMC,Wheat,Standard,FAQ,28/12/2025,2108.63,2384.57,2199.22,2026-01-09T23:47:29.363323,agmarknet_data
Karnataka,Bangalore,Bangalore APMC,Wheat,Standard,FAQ,28/12/2025,2318.86,2582.61,2374.22,2026-01-09T23:47:29.367333,agmarknet_data
Kerala,Kochi,Kochi APMC,Wheat,Standard,FAQ,28/12/2025,2516.12,2845.39,2624.22,2026-01-09T23:47:29.371344,agmarknet_data
Madhya Pradesh,Indore,Indore APMC,Wheat,Standard,FAQ,28/12/2025,2318.86,2582.61,2374.22,2026-01-09T23:47:29.378183,agmarknet_data
Maharashtra,Mumbai,Mumbai APMC,Wheat,Standard,FAQ,28/12/2025,2367.7,2637.0,2424.22,2026-01-09T23:47:29.388785,agmarknet_data
Manipur,Manipur Main,Manipur Main APMC,Wheat,Standard,FAQ,28/12/2025,2317.08,2590.12,2374.22,2026-01-09T23:47:29.396849,agmarknet_data
Meghalaya,Meghalaya Main,Meghalaya Main APMC,Wheat,Standard,FAQ,28/12/2025,2317.08,2590.12,2374.22,2026-01-09T23:47:29.401395,agmarknet_data
Mizoram,Mizoram Main,Mizoram Main APMC,Wheat,Standard,FAQ,28/12/2025,2317.08,2590.12,2374.22,2026-01-09T23:47:29.407932,agmarknet_data
Nagaland,Nagaland Main,Nagaland Main APMC,Wheat,Standard,FAQ,28/12/2025,2317.08,2590.12,2374.22,2026-01-09T23:47:29.409682,agmarknet_data
Odisha,Bhubaneswar,Bhubaneswar APMC,Wheat,Standard,FAQ,28/12/2025,2084.66,2357.46,2174.22,2026-01-09T23:47:29.409682,agmarknet_data
Punjab,Ludhiana,Ludhiana APMC,Wheat,Standard,FAQ,28/12/2025,2440.95,2718.58,2499.22,2026-01-09T23:47:29.418094,agmarknet_data
Rajasthan,Jaipur,Jaipur APMC,Wheat,Standard,FAQ,28/12/2025,2270.03,2528.22,2324.22,2026-01-09T23:47:29.423443,agmarknet_data
