state,district,market,commodity,variety,grade,arrival_date,min_price,max_price,modal_price,fetch_timestamp,data_type
Andhra Pradesh,Vijayawada,Vijayawada APMC,Wheat,Standard,FAQ,16/12/2025,2040.62,2414.09,2253.22,2026-01-09T23:47:29.318658,agmarknet_data
Arunachal Pradesh,Arunachal Pradesh Main,Arunachal Pradesh Main APMC,Wheat,Standard,FAQ,16/12/2025,2106.59,2521.49,2303.22,2026-01-09T23:47:29.324466,agmarknet_data
Assam,Guwahati,Guwahati APMC,Wheat,Standard,FAQ,16/12/2025,1859.49,2199.81,2053.22,2026-01-09T23:47:29.328476,agmarknet_data
Bihar,Patna,Patna APMC,Wheat,Standard,FAQ,16/12/2025,1859.49,2199.81,2053.22,2026-01-09T23:47:29.332546,agmarknet_data
Chhattisgarh,Raipur,Raipur APMC,Wheat,Standard,FAQ,16/12/2025,1972.7,2333.73,2178.22,2026-01-09T23:47:29.332546,agmarknet_data
Goa,Goa Main,Goa Main APMC,Wheat,Standard,FAQ,16/12/2025,2106.59,2521.49,2303.22,2026-01-09T23:47:29.341339,agmarknet_data
Gujarat,Surat,Surat APMC,Wheat,Standard,FAQ,16/12/2025,2193.72,2420.3,2303.22,2026-01-09T23:47:29.344265,agmarknet_data
Haryana,Hisar,Hisar APMC,Wheat,Standard,FAQ,16/12/2025,2265.15,2499.11,2378.22,2026-01-09T23:47:29.344265,agmarknet_data
Himachal Pradesh,Himachal Pradesh Main,Himachal Pradesh Main APMC,Wheat,Standard,FAQ,16/12/2025,2220.92,2658.34,2428.22,2026-01-09T23:47:29.358061,agmarknet_data
Jharkhand,Ranchi,Ranchi APMC,Wheat,Standard,FAQ,16/12/2025,1927.41,2280.16,2128.22,2026-01-09T23:47:29.363323,agmarknet_data
Karnataka,Hubli,Hubli APMC,Wheat,Standard,FAQ,16/12/2025,2193.72,2420.3,2303.22,2026-01-09T23:47:29.367333,agmarknet_data
Kerala,Kochi,Kochi APMC,Wheat,Standard,FAQ,16/12/2025,2312.31,2735.5,2553.22,2026-01-09T23:47:29.369338,agmarknet_data
Madhya Pradesh,Bhopal,Bhopal APMC,Wheat,Standard,FAQ,16/12/2025,2193.72,2420.3,2303.22,2026-01-09T23:47:29.378183,agmarknet_data
Maharashtra,Pune,Pune APMC,Wheat,Standard,FAQ,16/12/2025,2241.34,2472.84,2353.22,2026-01-09T23:47:29.387906,agmarknet_data
Manipur,Manipur Main,Manipur Main APMC,Wheat,Standard,FAQ,16/12/2025,2106.59,2521.49,2303.22,2026-01-09T23:47:29.395389,agmarknet_data
Meghalaya,Meghalaya Main,Meghalaya Main APMC,Wheat,Standard,FAQ,16/12/2025,2106.59,2521.49,2303.22,2026-01-09T23:47:29.401395,agmarknet_data
Mizoram,Mizoram Main,Mizoram Main APMC,Wheat,Standard,FAQ,16/12/2025,2106.59,2521.49,2303.22,2026-01-09T23:47:29.407932,agmarknet_data
Nagaland,Nagaland Main,Nagaland Main APMC,Wheat,Standard,FAQ,16/12/2025,2106.59,2521.49,2303.22,2026-01-09T23:47:29.409682,agmarknet_data
Odisha,Bhubaneswar,Bhubaneswar APMC,Wheat,Standard,FAQ,16/12/2025,1904.77,2253.38,2103.22,2026-01-09T23:47:29.409682,agmarknet_data
Punjab,Amritsar,Amritsar APMC,Wheat,Standard,FAQ,16/12/2025,2312.78,2551.65,2428.22,2026-01-09T23:47:29.418094,agmarknet_data
Rajasthan,Jodhpur,Jodhpur APMC,Wheat,Standard,FAQ,16/12/2025,2146.1,2367.76,2253.22,2026-01-09T23:47:29.418094,agmarknet_data
Sikkim,Sikkim Main,Sikkim Main APMC,Wheat,Standard,FAQ,16/12/2025,2106.59,2521.49,2303.22,2026-01-09T23:47:29.426872,agmarknet_data
Tamil Nadu,Coimbatore,Coimbatore APMC,Wheat,Standard,FAQ,16/12/2025,2312.78,2551.65,2428.22,2026-01-09T23:47:29.426872,agmarknet_data
