state,district,market,commodity,variety,grade,arrival_date,min_price,max_price,modal_price,fetch_timestamp,data_type
Andhra Pradesh,Guntur,Guntur APMC,Wheat,Standard,FAQ,21/11/2025,1870.59,2162.96,2071.28,2026-01-09T23:47:29.318658,agmarknet_data
Arunachal Pradesh,Arunachal Pradesh Main,Arunachal Pradesh Main APMC,Wheat,Standard,FAQ,21/11/2025,1952.63,2267.48,2121.28,2026-01-09T23:47:29.324466,agmarknet_data
Assam,Silchar,Silchar APMC,Wheat,Standard,FAQ,21/11/2025,1689.97,1954.11,1871.28,2026-01-09T23:47:29.328476,agmarknet_data
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,Standard,FAQ,21/11/2025,1689.97,1954.11,1871.28,2026-01-09T23:47:29.332546,agmarknet_data
Chhattisgarh,Durg,Durg APMC,Wheat,Standard,FAQ,21/11/2025,1802.85,2084.64,1996.28,2026-01-09T23:47:29.332546,agmarknet_data
Goa,Goa Main,Goa Main APMC,Wheat,Standard,FAQ,21/11/2025,1952.63,2267.48,2121.28,2026-01-09T23:47:29.341339,agmarknet_data
Gujarat,Rajkot,Rajkot APMC,Wheat,Standard,FAQ,21/11/2025,2073.69,2284.98,2121.28,2026-01-09T23:47:29.344265,agmarknet_data
Haryana,Rohtak,Rohtak APMC,Wheat,Standard,FAQ,21/11/2025,2147.0,2365.76,2196.28,2026-01-09T23:47:29.344265,agmarknet_data
Himachal Pradesh,Himachal Pradesh Main,Himachal Pradesh Main APMC,Wheat,Standard,FAQ,21/11/2025,2067.69,2401.1,2246.28,2026-01-09T23:47:29.354856,agmarknet_data
Jharkhand,Dhanbad,Dhanbad APMC,Wheat,Standard,FAQ,21/11/2025,1757.7,2032.43,1946.28,2026-01-09T23:47:29.360820,agmarknet_data
Karnataka,Mysore,Mysore APMC,Wheat,Standard,FAQ,21/11/2025,2073.69,2284.98,2121.28,2026-01-09T23:47:29.365329,agmarknet_data
Kerala,Kozhikode,Kozhikode APMC,Wheat,Standard,FAQ,21/11/2025,2141.52,2476.24,2371.28,2026-01-09T23:47:29.369338,agmarknet_data
Madhya Pradesh,Jabalpur,Jabalpur APMC,Wheat,Standard,FAQ,21/11/2025,2073.69,2284.98,2121.28,2026-01-09T23:47:29.374510,agmarknet_data
Maharashtra,Nashik,Nashik APMC,Wheat,Standard,FAQ,21/11/2025,2122.56,2338.83,2171.28,2026-01-09T23:47:29.385239,agmarknet_data
Manipur,Manipur Main,Manipur Main APMC,Wheat,Standard,FAQ,21/11/2025,1952.63,2267.48,2121.28,2026-01-09T23:47:29.393253,agmarknet_data
Meghalaya,Meghalaya Main,Meghalaya Main APMC,Wheat,Standard,FAQ,21/11/2025,1952.63,2267.48,2121.28,2026-01-09T23:47:29.400387,agmarknet_data
Mizoram,Mizoram Main,Mizoram Main APMC,Wheat,Standard,FAQ,21/11/2025,1952.63,2267.48,2121.28,2026-01-09T23:47:29.405909,agmarknet_data
Nagaland,Nagaland Main,Nagaland Main APMC,Wheat,Standard,FAQ,21/11/2025,1952.63,2267.48,2121.28,2026-01-09T23:47:29.409682,agmarknet_data
Odisha,Rourkela,Rourkela APMC,Wheat,Standard,FAQ,21/11/2025,1735.12,2006.32,1921.28,2026-01-09T23:47:29.409682,agmarknet_data
Punjab,Jalandhar,Jalandhar APMC,Wheat,Standard,FAQ,21/11/2025,2195.88,2419.62,2246.28,2026-01-09T23:47:29.418094,agmarknet_data
Rajasthan,Kota,Kota APMC,Wheat,Standard,FAQ,21/11/2025,2024.81,2231.12,2071.28,2026-01-09T23:47:29.418094,agmarknet_data
Sikkim,Sikkim Main,Sikkim Main APMC,Wheat,Standard,FAQ,21/11/2025,1952.63,2267.48,2121.28,2026-01-09T23:47:29.426872,agmarknet_data
Tamil Nadu,Madurai,Madurai APMC,Wheat,Standard,FAQ,21/11/2025,2195.88,2419.62,2246.28,2026-01-09T23:47:29.426872,agmarknet_data
Telangana,Karimnagar,Karimnagar APMC,Wheat,Standard,FAQ,21/11/2025,1915.74,2215.17,2121.28,2026-01-09T23:47:29.426872,agmarknet_data
Tripura,Tripura Main,Tripura Main APMC,Wheat,Standard,FAQ,21/11/2025,1952.63,2267.48,2121.28,2026-01-09T23:47:29.436398,agmarknet_data
Uttar Pradesh,Agra,Agra APMC,Wheat,Standard,FAQ,21/11/2025,1951.49,2150.33,1996.28,2026-01-09T23:47:29.442714,agmarknet_data
Uttarakhand,Uttarakhand Main,Uttarakhand Main APMC,Wheat,Standard,FAQ,21/11/2025,1998.66,2320.93,2171.28,2026-01-09T23:47:29.444970,agmarknet_data
West Bengal,Asansol,Asansol APMC,Wheat,Standard,FAQ,21/11/2025,1951.49,2150.33,1996.28,2026-01-09T23:47:29.450496,agmarknet_data
Andhra Pradesh,Guntur,Guntur APMC,Paddy(Common),Standard,FAQ,21/11/2025,2185.18,2526.72,2419.63,2026-01-09T23:47:29.455957,agmarknet_data
Arunachal Pradesh,Arunachal Pradesh Main,Arunachal Pradesh Main APMC,Paddy(Common),Standard,FAQ,21/11/2025,2267.76,2633.42,2463.63,2026-01-09T23:47:29.455957,agmarknet_data
Assam,Silchar,Silchar APMC,Paddy(Common),Standard,FAQ,21/11/2025,2026.24,2342.93,2243.63,2026-01-09T23:47:29.455957,agmarknet_data
