state,district,market,commodity,variety,grade,arrival_date,min_price,max_price,modal_price,fetch_timestamp,data_type
Andhra Pradesh,Vijayawada,Vijayawada APMC,Wheat,Standard,FAQ,10/11/2025,2105.77,2342.5,2170.47,2026-01-09T23:47:29.318658,agmarknet_data
Arunachal Pradesh,Arunachal Pradesh Main,Arunachal Pradesh Main APMC,Wheat,Standard,FAQ,10/11/2025,2011.8,2319.18,2220.47,2026-01-09T23:47:29.324466,agmarknet_data
Assam,Guwahati,Guwahati APMC,Wheat,Standard,FAQ,10/11/2025,1911.73,2126.65,1970.47,2026-01-09T23:47:29.328476,agmarknet_data
Bihar,Patna,Patna APMC,Wheat,Standard,FAQ,10/11/2025,1911.73,2126.65,1970.47,2026-01-09T23:47:29.332546,agmarknet_data
Chhattisgarh,Raipur,Raipur APMC,Wheat,Standard,FAQ,10/11/2025,2033.0,2261.56,2095.47,2026-01-09T23:47:29.332546,agmarknet_data
Goa,Goa Main,Goa Main APMC,Wheat,Standard,FAQ,10/11/2025,2011.8,2319.18,2220.47,2026-01-09T23:47:29.341339,agmarknet_data
Gujarat,Ahmedabad,Ahmedabad APMC,Wheat,Standard,FAQ,10/11/2025,2107.05,2279.37,2220.47,2026-01-09T23:47:29.344265,agmarknet_data
Haryana,Karnal,Karnal APMC,Wheat,Standard,FAQ,10/11/2025,2178.22,2356.36,2295.47,2026-01-09T23:47:29.344265,agmarknet_data
Himachal Pradesh,Himachal Pradesh Main,Himachal Pradesh Main APMC,Wheat,Standard,FAQ,10/11/2025,2125.06,2449.74,2345.47,2026-01-09T23:47:29.354856,agmarknet_data
Jharkhand,Ranchi,Ranchi APMC,Wheat,Standard,FAQ,10/11/2025,1984.49,2207.59,2045.47,2026-01-09T23:47:29.360820,agmarknet_data
Karnataka,Bangalore,Bangalore APMC,Wheat,Standard,FAQ,10/11/2025,2107.05,2279.37,2220.47,2026-01-09T23:47:29.365329,agmarknet_data
Kerala,Kochi,Kochi APMC,Wheat,Standard,FAQ,10/11/2025,2396.82,2666.28,2470.47,2026-01-09T23:47:29.369338,agmarknet_data
Madhya Pradesh,Indore,Indore APMC,Wheat,Standard,FAQ,10/11/2025,2107.05,2279.37,2220.47,2026-01-09T23:47:29.374510,agmarknet_data
Maharashtra,Mumbai,Mumbai APMC,Wheat,Standard,FAQ,10/11/2025,2154.49,2330.7,2270.47,2026-01-09T23:47:29.385239,agmarknet_data
Manipur,Manipur Main,Manipur Main APMC,Wheat,Standard,FAQ,10/11/2025,2011.8,2319.18,2220.47,2026-01-09T23:47:29.393253,agmarknet_data
Meghalaya,Meghalaya Main,Meghalaya Main APMC,Wheat,Standard,FAQ,10/11/2025,2011.8,2319.18,2220.47,2026-01-09T23:47:29.400387,agmarknet_data
Mizoram,Mizoram Main,Mizoram Main APMC,Wheat,Standard,FAQ,10/11/2025,2011.8,2319.18,2220.47,2026-01-09T23:47:29.403904,agmarknet_data
Nagaland,Nagaland Main,Nagaland Main APMC,Wheat,Standard,FAQ,10/11/2025,2011.8,2319.18,2220.47,2026-01-09T23:47:29.409682,agmarknet_data
Odisha,Bhubaneswar,Bhubaneswar APMC,Wheat,Standard,FAQ,10/11/2025,1960.24,2180.61,2020.47,2026-01-09T23:47:29.409682,agmarknet_data
Punjab,Ludhiana,Ludhiana APMC,Wheat,Standard,FAQ,10/11/2025,2225.66,2407.69,2345.47,2026-01-09T23:47:29.418094,agmarknet_data
Rajasthan,Jaipur,Jaipur APMC,Wheat,Standard,FAQ,10/11/2025,2059.6,2228.04,2170.47,2026-01-09T23:47:29.418094,agmarknet_data
Sikkim,Sikkim Main,Sikkim Main APMC,Wheat,Standard,FAQ,10/11/2025,2011.8,2319.18,2220.47,2026-01-09T23:47:29.426872,agmarknet_data
Tamil Nadu,Chennai,Chennai APMC,Wheat,Standard,FAQ,10/11/2025,2225.66,2407.69,2345.47,2026-01-09T23:47:29.426872,agmarknet_data
Telangana,Hyderabad,Hyderabad APMC,Wheat,Standard,FAQ,10/11/2025,2154.27,2396.46,2220.47,2026-01-09T23:47:29.426872,agmarknet_data
Tripura,Tripura Main,Tripura Main APMC,Wheat,Standard,FAQ,10/11/2025,2011.8,2319.18,2220.47,2026-01-09T23:47:29.436398,agmarknet_data
Uttar Pradesh,Lucknow,Lucknow APMC,Wheat,Standard,FAQ,10/11/2025,1988.43,2151.05,2095.47,2026-01-09T23:47:29.440911,agmarknet_data
Uttarakhand,Uttarakhand Main,Uttarakhand Main APMC,Wheat,Standard,FAQ,10/11/2025,2057.11,2371.4,2270.47,2026-01-09T23:47:29.444970,agmarknet_data
West Bengal,Kolkata,Kolkata APMC,Wheat,Standard,FAQ,10/11/2025,1988.43,2151.05,2095.47,2026-01-09T23:47:29.450496,agmarknet_data
Andhra Pradesh,Vijayawada,Vijayawada APMC,Paddy(Common),Standard,FAQ,10/11/2025,2479.67,2758.44,2555.86,2026-01-09T23:47:29.455559,agmarknet_data
Arunachal Pradesh,Arunachal Pradesh Main,Arunachal Pradesh Main APMC,Paddy(Common),Standard,FAQ,10/11/2025,2355.54,2715.44,2599.86,2026-01-09T23:47:29.455957,agmarknet_data
Assam,Guwahati,Guwahati APMC,Paddy(Common),Standard,FAQ,10/11/2025,2308.92,2568.49,2379.86,2026-01-09T23:47:29.455957,agmarknet_data
Bihar,Patna,Patna APMC,Paddy(Common),Standard,FAQ,10/11/2025,2308.92,2568.49,2379.86,2026-01-09T23:47:29.466225,agmarknet_data
Chhattisgarh,Raipur,Raipur APMC,Paddy(Common),Standard,FAQ,10/11/2025,2415.64,2687.21,2489.86,2026-01-09T23:47:29.466225,agmarknet_data
Goa,Goa Main,Goa Main APMC,Paddy(Common),Standard,FAQ,10/11/2025,2355.54,2715.44,2599.86,2026-01-09T23:47:29.474921,agmarknet_data
Gujarat,Ahmedabad,Ahmedabad APMC,Paddy(Common),Standard,FAQ,10/11/2025,2467.06,2668.83,2599.86,2026-01-09T23:47:29.476427,agmarknet_data
Haryana,Karnal,Karnal APMC,Paddy(Common),Standard,FAQ,10/11/2025,2529.69,2736.58,2665.86,2026-01-09T23:47:29.482073,agmarknet_data
Himachal Pradesh,Himachal Pradesh Main,Himachal Pradesh Main APMC,Paddy(Common),Standard,FAQ,10/11/2025,2455.21,2830.33,2709.86,2026-01-09T23:47:29.486087,agmarknet_data
Jharkhand,Ranchi,Ranchi APMC,Paddy(Common),Standard,FAQ,10/11/2025,2372.95,2639.72,2445.86,2026-01-09T23:47:29.491979,agmarknet_data
Karnataka,Bangalore,Bangalore APMC,Paddy(Common),Standard,FAQ,10/11/2025,2467.06,2668.83,2599.86,2026-01-09T23:47:29.499696,agmarknet_data
Kerala,Kochi,Kochi APMC,Paddy(Common),Standard,FAQ,10/11/2025,2735.8,3043.37,2819.86,2026-01-09T23:47:29.502367,agmarknet_data
Madhya Pradesh,Indore,Indore APMC,Paddy(Common),Standard,FAQ,10/11/2025,2467.06,2668.83,2599.86,2026-01-09T23:47:29.508330,agmarknet_data
Maharashtra,Mumbai,Mumbai APMC,Paddy(Common),Standard,FAQ,10/11/2025,2508.81,2713.99,2643.86,2026-01-09T23:47:29.513986,agmarknet_data
Manipur,Manipur Main,Manipur Main APMC,Paddy(Common),Standard,FAQ,10/11/2025,2355.54,2715.44,2599.86,2026-01-09T23:47:29.513986,agmarknet_data
Meghalaya,Meghalaya Main,Meghalaya Main APMC,Paddy(Common),Standard,FAQ,10/11/2025,2355.54,2715.44,2599.86,2026-01-09T23:47:29.526666,agmarknet_data
Mizoram,Mizoram Main,Mizoram Main APMC,Paddy(Common),Standard,FAQ,10/11/2025,2355.54,2715.44,2599.86,2026-01-09T23:47:29.530680,agmarknet_data
Nagaland,Nagaland Main,Nagaland Main APMC,Paddy(Common),Standard,FAQ,10/11/2025,2355.54,2715.44,2599.86,2026-01-09T23:47:29.536083,agmarknet_data
Odisha,Bhubaneswar,Bhubaneswar APMC,Paddy(Common),Standard,FAQ,10/11/2025,2351.6,2615.98,2423.86,2026-01-09T23:47:29.543025,agmarknet_data
Punjab,Ludhiana,Ludhiana APMC,Paddy(Common),Standard,FAQ,10/11/2025,2571.44,2781.75,2709.86,2026-01-09T23:47:29.547035,agmarknet_data
Rajasthan,Jaipur,Jaipur APMC,Paddy(Common),Standard,FAQ,10/11/2025,2425.31,2623.66,2555.86,2026-01-09T23:47:29.549039,agmarknet_data
Sikkim,Sikkim Main,Sikkim Main APMC,Paddy(Common),Standard,FAQ,10/11/2025,2355.54,2715.44,2599.86,2026-01-09T23:47:29.553049,agmarknet_data
Tamil Nadu,Chennai,Chennai APMC,Paddy(Common),Standard,FAQ,10/11/2025,2571.44,2781.75,2709.86,2026-01-09T23:47:29.556081,agmarknet_data
Telangana,Hyderabad,Hyderabad APMC,Paddy(Common),Standard,FAQ,10/11/2025,2522.36,2805.93,2599.86,2026-01-09T23:47:29.556081,agmarknet_data
