state,district,market,commodity,variety,grade,arrival_date,min_price,max_price,modal_price,fetch_timestamp,data_type
Andhra Pradesh,Vijayawada,Vijayawada APMC,Wheat,Standard,FAQ,20/12/2025,2149.01,2315.52,2203.39,2026-01-09T23:47:29.318658,agmarknet_data
Arunachal Pradesh,Arunachal Pradesh Main,Arunachal Pradesh Main APMC,Wheat,Standard,FAQ,20/12/2025,2130.09,2327.06,2253.39,2026-01-09T23:47:29.324466,agmarknet_data
Assam,Guwahati,Guwahati APMC,Wheat,Standard,FAQ,20/12/2025,1953.94,2105.34,2003.39,2026-01-09T23:47:29.328476,agmarknet_data
Bihar,Patna,Patna APMC,Wheat,Standard,FAQ,20/12/2025,1953.94,2105.34,2003.39,2026-01-09T23:47:29.332546,agmarknet_data
Chhattisgarh,Raipur,Raipur APMC,Wheat,Standard,FAQ,20/12/2025,2075.86,2236.7,2128.39,2026-01-09T23:47:29.332546,agmarknet_data
Goa,Goa Main,Goa Main APMC,Wheat,Standard,FAQ,20/12/2025,2130.09,2327.06,2253.39,2026-01-09T23:47:29.343346,agmarknet_data
Gujarat,Vadodara,Vadodara APMC,Wheat,Standard,FAQ,20/12/2025,2103.4,2472.89,2253.39,2026-01-09T23:47:29.344265,agmarknet_data
Haryana,Ambala,Ambala APMC,Wheat,Standard,FAQ,20/12/2025,2173.4,2555.19,2328.39,2026-01-09T23:47:29.344265,agmarknet_data
Himachal Pradesh,Himachal Pradesh Main,Himachal Pradesh Main APMC,Wheat,Standard,FAQ,20/12/2025,2248.25,2456.15,2378.39,2026-01-09T23:47:29.358061,agmarknet_data
Jharkhand,Ranchi,Ranchi APMC,Wheat,Standard,FAQ,20/12/2025,2027.09,2184.16,2078.39,2026-01-09T23:47:29.363323,agmarknet_data
Karnataka,Belgaum,Belgaum APMC,Wheat,Standard,FAQ,20/12/2025,2103.4,2472.89,2253.39,2026-01-09T23:47:29.367333,agmarknet_data
Kerala,Kochi,Kochi APMC,Wheat,Standard,FAQ,20/12/2025,2441.6,2630.79,2503.39,2026-01-09T23:47:29.369338,agmarknet_data
Madhya Pradesh,Ujjain,Ujjain APMC,Wheat,Standard,FAQ,20/12/2025,2103.4,2472.89,2253.39,2026-01-09T23:47:29.378183,agmarknet_data
Maharashtra,Nagpur,Nagpur APMC,Wheat,Standard,FAQ,20/12/2025,2150.07,2527.76,2303.39,2026-01-09T23:47:29.387906,agmarknet_data
Manipur,Manipur Main,Manipur Main APMC,Wheat,Standard,FAQ,20/12/2025,2130.09,2327.06,2253.39,2026-01-09T23:47:29.396849,agmarknet_data
Meghalaya,Meghalaya Main,Meghalaya Main APMC,Wheat,Standard,FAQ,20/12/2025,2130.09,2327.06,2253.39,2026-01-09T23:47:29.401395,agmarknet_data
Mizoram,Mizoram Main,Mizoram Main APMC,Wheat,Standard,FAQ,20/12/2025,2130.09,2327.06,2253.39,2026-01-09T23:47:29.407932,agmarknet_data
Nagaland,Nagaland Main,Nagaland Main APMC,Wheat,Standard,FAQ,20/12/2025,2130.09,2327.06,2253.39,2026-01-09T23:47:29.409682,agmarknet_data
Odisha,Bhubaneswar,Bhubaneswar APMC,Wheat,Standard,FAQ,20/12/2025,2002.71,2157.89,2053.39,2026-01-09T23:47:29.409682,agmarknet_data
Punjab,Patiala,Patiala APMC,Wheat,Standard,FAQ,20/12/2025,2220.08,2610.06,2378.39,2026-01-09T23:47:29.418094,agmarknet_data
Rajasthan,Udaipur,Udaipur APMC,Wheat,Standard,FAQ,20/12/2025,2056.72,2418.02,2203.39,2026-01-09T23:47:29.423443,agmarknet_data
Sikkim,Sikkim Main,Sikkim Main APMC,Wheat,Standard,FAQ,20/12/2025,2130.09,2327.06,2253.39,2026-01-09T23:47:29.426872,agmarknet_data
Tamil Nadu,Salem,Salem APMC,Wheat,Standard,FAQ,20/12/2025,2220.08,2610.06,2378.39,2026-01-09T23:47:29.426872,agmarknet_data
Telangana,Hyderabad,Hyderabad APMC,Wheat,Standard,FAQ,20/12/2025,2197.77,2368.06,2253.39,2026-01-09T23:47:29.434391,agmarknet_data
Tripura,Tripura Main,Tripura Main APMC,Wheat,Standard,FAQ,20/12/2025,2130.09,2327.06,2253.39,2026-01-09T23:47:29.438402,agmarknet_data
Uttar Pradesh,Varanasi,Varanasi APMC,Wheat,Standard,FAQ,20/12/2025,1986.72,2335.71,2128.39,2026-01-09T23:47:29.442714,agmarknet_data
Uttarakhand,Uttarakhand Main,Uttarakhand Main APMC,Wheat,Standard,FAQ,20/12/2025,2177.36,2378.69,2303.39,2026-01-09T23:47:29.444970,agmarknet_data
West Bengal,Durgapur,Durgapur APMC,Wheat,Standard,FAQ,20/12/2025,1986.72,2335.71,2128.39,2026-01-09T23:47:29.450496,agmarknet_data
Andhra Pradesh,Vijayawada,Vijayawada APMC,Paddy(Common),Standard,FAQ,20/12/2025,2272.64,2448.73,2330.15,2026-01-09T23:47:29.455957,agmarknet_data
Arunachal Pradesh,Arunachal Pradesh Main,Arunachal Pradesh Main APMC,Paddy(Common),Standard,FAQ,20/12/2025,2244.25,2451.77,2374.15,2026-01-09T23:47:29.455957,agmarknet_data
Assam,Guwahati,Guwahati APMC,Paddy(Common),Standard,FAQ,20/12/2025,2100.98,2263.77,2154.15,2026-01-09T23:47:29.455957,agmarknet_data
Bihar,Patna,Patna APMC,Paddy(Common),Standard,FAQ,20/12/2025,2100.98,2263.77,2154.15,2026-01-09T23:47:29.466225,agmarknet_data
Chhattisgarh,Raipur,Raipur APMC,Paddy(Common),Standard,FAQ,20/12/2025,2208.27,2379.37,2264.15,2026-01-09T23:47:29.466225,agmarknet_data
Goa,Goa Main,Goa Main APMC,Paddy(Common),Standard,FAQ,20/12/2025,2244.25,2451.77,2374.15,2026-01-09T23:47:29.476427,agmarknet_data
Gujarat,Vadodara,Vadodara APMC,Paddy(Common),Standard,FAQ,20/12/2025,2216.12,2605.41,2374.15,2026-01-09T23:47:29.476427,agmarknet_data
Haryana,Ambala,Ambala APMC,Paddy(Common),Standard,FAQ,20/12/2025,2277.73,2677.84,2440.15,2026-01-09T23:47:29.484080,agmarknet_data
Himachal Pradesh,Himachal Pradesh Main,Himachal Pradesh Main APMC,Paddy(Common),Standard,FAQ,20/12/2025,2348.23,2565.36,2484.15,2026-01-09T23:47:29.489460,agmarknet_data
Jharkhand,Ranchi,Ranchi APMC,Paddy(Common),Standard,FAQ,20/12/2025,2165.35,2333.13,2220.15,2026-01-09T23:47:29.491979,agmarknet_data
Karnataka,Belgaum,Belgaum APMC,Paddy(Common),Standard,FAQ,20/12/2025,2216.12,2605.41,2374.15,2026-01-09T23:47:29.501241,agmarknet_data
Kerala,Kochi,Kochi APMC,Paddy(Common),Standard,FAQ,20/12/2025,2530.12,2726.17,2594.15,2026-01-09T23:47:29.505843,agmarknet_data
