state,district,market,commodity,variety,grade,arrival_date,min_price,max_price,modal_price,fetch_timestamp,data_type
Andhra Pradesh,Vijayawada,Vijayawada APMC,Wheat,Standard,FAQ,28/10/2025,2130.8,2403.76,2239.15,2026-01-09T23:47:29.318658,agmarknet_data
Arunachal Pradesh,Arunachal Pradesh Main,Arunachal Pradesh Main APMC,Wheat,Standard,FAQ,28/10/2025,2176.77,2380.81,2289.15,2026-01-09T23:47:29.322633,agmarknet_data
Assam,Guwahati,Guwahati APMC,Wheat,Standard,FAQ,28/10/2025,1940.48,2189.06,2039.15,2026-01-09T23:47:29.326471,agmarknet_data
Bihar,Patna,Patna APMC,Wheat,Standard,FAQ,28/10/2025,1940.48,2189.06,2039.15,2026-01-09T23:47:29.331530,agmarknet_data
Chhattisgarh,Raipur,Raipur APMC,Wheat,Standard,FAQ,28/10/2025,2059.43,2323.25,2164.15,2026-01-09T23:47:29.332546,agmarknet_data
Goa,Goa Main,Goa Main APMC,Wheat,Standard,FAQ,28/10/2025,2176.77,2380.81,2289.15,2026-01-09T23:47:29.338572,agmarknet_data
Gujarat,Vadodara,Vadodara APMC,Wheat,Standard,FAQ,28/10/2025,2200.99,2342.92,2289.15,2026-01-09T23:47:29.344265,agmarknet_data
Haryana,Ambala,Ambala APMC,Wheat,Standard,FAQ,28/10/2025,2273.1,2419.68,2364.15,2026-01-09T23:47:29.344265,agmarknet_data
Himachal Pradesh,Himachal Pradesh Main,Himachal Pradesh Main APMC,Wheat,Standard,FAQ,28/10/2025,2295.64,2510.81,2414.15,2026-01-09T23:47:29.353833,agmarknet_data
Jharkhand,Ranchi,Ranchi APMC,Wheat,Standard,FAQ,28/10/2025,2011.85,2269.57,2114.15,2026-01-09T23:47:29.360820,agmarknet_data
Karnataka,Belgaum,Belgaum APMC,Wheat,Standard,FAQ,28/10/2025,2200.99,2342.92,2289.15,2026-01-09T23:47:29.365329,agmarknet_data
Kerala,Kochi,Kochi APMC,Wheat,Standard,FAQ,28/10/2025,2416.28,2725.82,2539.15,2026-01-09T23:47:29.367333,agmarknet_data
Madhya Pradesh,Ujjain,Ujjain APMC,Wheat,Standard,FAQ,28/10/2025,2200.99,2342.92,2289.15,2026-01-09T23:47:29.374510,agmarknet_data
Maharashtra,Nagpur,Nagpur APMC,Wheat,Standard,FAQ,28/10/2025,2249.06,2394.1,2339.15,2026-01-09T23:47:29.385239,agmarknet_data
Manipur,Manipur Main,Manipur Main APMC,Wheat,Standard,FAQ,28/10/2025,2176.77,2380.81,2289.15,2026-01-09T23:47:29.393253,agmarknet_data
Meghalaya,Meghalaya Main,Meghalaya Main APMC,Wheat,Standard,FAQ,28/10/2025,2176.77,2380.81,2289.15,2026-01-09T23:47:29.397902,agmarknet_data
Mizoram,Mizoram Main,Mizoram Main APMC,Wheat,Standard,FAQ,28/10/2025,2176.77,2380.81,2289.15,2026-01-09T23:47:29.403904,agmarknet_data
Nagaland,Nagaland Main,Nagaland Main APMC,Wheat,Standard,FAQ,28/10/2025,2176.77,2380.81,2289.15,2026-01-09T23:47:29.409682,agmarknet_data
Odisha,Bhubaneswar,Bhubaneswar APMC,Wheat,Standard,FAQ,28/10/2025,1988.06,2242.74,2089.15,2026-01-09T23:47:29.409682,agmarknet_data
Punjab,Patiala,Patiala APMC,Wheat,Standard,FAQ,28/10/2025,2321.17,2470.86,2414.15,2026-01-09T23:47:29.409682,agmarknet_data
Rajasthan,Udaipur,Udaipur APMC,Wheat,Standard,FAQ,28/10/2025,2152.91,2291.75,2239.15,2026-01-09T23:47:29.418094,agmarknet_data
Sikkim,Sikkim Main,Sikkim Main APMC,Wheat,Standard,FAQ,28/10/2025,2176.77,2380.81,2289.15,2026-01-09T23:47:29.426367,agmarknet_data
Tamil Nadu,Salem,Salem APMC,Wheat,Standard,FAQ,28/10/2025,2321.17,2470.86,2414.15,2026-01-09T23:47:29.426872,agmarknet_data
Telangana,Hyderabad,Hyderabad APMC,Wheat,Standard,FAQ,28/10/2025,2178.38,2457.44,2289.15,2026-01-09T23:47:29.426872,agmarknet_data
Tripura,Tripura Main,Tripura Main APMC,Wheat,Standard,FAQ,28/10/2025,2176.77,2380.81,2289.15,2026-01-09T23:47:29.436398,agmarknet_data
Uttar Pradesh,Varanasi,Varanasi APMC,Wheat,Standard,FAQ,28/10/2025,2080.8,2214.99,2164.15,2026-01-09T23:47:29.440911,agmarknet_data
Uttarakhand,Uttarakhand Main,Uttarakhand Main APMC,Wheat,Standard,FAQ,28/10/2025,2224.32,2432.81,2339.15,2026-01-09T23:47:29.444970,agmarknet_data
West Bengal,Durgapur,Durgapur APMC,Wheat,Standard,FAQ,28/10/2025,2080.8,2214.99,2164.15,2026-01-09T23:47:29.450496,agmarknet_data
Andhra Pradesh,Vijayawada,Vijayawada APMC,Paddy(Common),Standard,FAQ,28/10/2025,2522.44,2845.58,2650.72,2026-01-09T23:47:29.454145,agmarknet_data
Arunachal Pradesh,Arunachal Pradesh Main,Arunachal Pradesh Main APMC,Paddy(Common),Standard,FAQ,28/10/2025,2562.42,2802.6,2694.72,2026-01-09T23:47:29.455957,agmarknet_data
Assam,Guwahati,Guwahati APMC,Paddy(Common),Standard,FAQ,28/10/2025,2354.96,2656.64,2474.72,2026-01-09T23:47:29.455957,agmarknet_data
Bihar,Patna,Patna APMC,Paddy(Common),Standard,FAQ,28/10/2025,2354.96,2656.64,2474.72,2026-01-09T23:47:29.455957,agmarknet_data
Chhattisgarh,Raipur,Raipur APMC,Paddy(Common),Standard,FAQ,28/10/2025,2459.64,2774.73,2584.72,2026-01-09T23:47:29.466225,agmarknet_data
Goa,Goa Main,Goa Main APMC,Paddy(Common),Standard,FAQ,28/10/2025,2562.42,2802.6,2694.72,2026-01-09T23:47:29.473071,agmarknet_data
Gujarat,Vadodara,Vadodara APMC,Paddy(Common),Standard,FAQ,28/10/2025,2590.93,2758.01,2694.72,2026-01-09T23:47:29.476427,agmarknet_data
Haryana,Ambala,Ambala APMC,Paddy(Common),Standard,FAQ,28/10/2025,2654.39,2825.56,2760.72,2026-01-09T23:47:29.476427,agmarknet_data
Himachal Pradesh,Himachal Pradesh Main,Himachal Pradesh Main APMC,Paddy(Common),Standard,FAQ,28/10/2025,2667.02,2917.01,2804.72,2026-01-09T23:47:29.486087,agmarknet_data
Jharkhand,Ranchi,Ranchi APMC,Paddy(Common),Standard,FAQ,28/10/2025,2417.77,2727.49,2540.72,2026-01-09T23:47:29.491979,agmarknet_data
Karnataka,Belgaum,Belgaum APMC,Paddy(Common),Standard,FAQ,28/10/2025,2590.93,2758.01,2694.72,2026-01-09T23:47:29.498667,agmarknet_data
Kerala,Kochi,Kochi APMC,Paddy(Common),Standard,FAQ,28/10/2025,2773.67,3128.99,2914.72,2026-01-09T23:47:29.502367,agmarknet_data
Madhya Pradesh,Ujjain,Ujjain APMC,Paddy(Common),Standard,FAQ,28/10/2025,2590.93,2758.01,2694.72,2026-01-09T23:47:29.508330,agmarknet_data
Maharashtra,Nagpur,Nagpur APMC,Paddy(Common),Standard,FAQ,28/10/2025,2633.23,2803.04,2738.72,2026-01-09T23:47:29.513986,agmarknet_data
Manipur,Manipur Main,Manipur Main APMC,Paddy(Common),Standard,FAQ,28/10/2025,2562.42,2802.6,2694.72,2026-01-09T23:47:29.513986,agmarknet_data
Meghalaya,Meghalaya Main,Meghalaya Main APMC,Paddy(Common),Standard,FAQ,28/10/2025,2562.42,2802.6,2694.72,2026-01-09T23:47:29.526666,agmarknet_data
Mizoram,Mizoram Main,Mizoram Main APMC,Paddy(Common),Standard,FAQ,28/10/2025,2562.42,2802.6,2694.72,2026-01-09T23:47:29.530680,agmarknet_data
Nagaland,Nagaland Main,Nagaland Main APMC,Paddy(Common),Standard,FAQ,28/10/2025,2562.42,2802.6,2694.72,2026-01-09T23:47:29.534068,agmarknet_data
Odisha,Bhubaneswar,Bhubaneswar APMC,Paddy(Common),Standard,FAQ,28/10/2025,2396.83,2703.88,2518.72,2026-01-09T23:47:29.539450,agmarknet_data
Punjab,Patiala,Patiala APMC,Paddy(Common),Standard,FAQ,28/10/2025,2696.69,2870.59,2804.72,2026-01-09T23:47:29.545030,agmarknet_data
Rajasthan,Udaipur,Udaipur APMC,Paddy(Common),Standard,FAQ,28/10/2025,2548.62,2712.98,2650.72,2026-01-09T23:47:29.549039,agmarknet_data
Sikkim,Sikkim Main,Sikkim Main APMC,Paddy(Common),Standard,FAQ,28/10/2025,2562.42,2802.6,2694.72,2026-01-09T23:47:29.553049,agmarknet_data
Tamil Nadu,Salem,Salem APMC,Paddy(Common),Standard,FAQ,28/10/2025,2696.69,2870.59,2804.72,2026-01-09T23:47:29.556081,agmarknet_data
Telangana,Hyderabad,Hyderabad APMC,Paddy(Common),Standard,FAQ,28/10/2025,2564.31,2892.82,2694.72,2026-01-09T23:47:29.556081,agmarknet_data
Tripura,Tripura Main,Tripura Main APMC,Paddy(Common),Standard,FAQ,28/10/2025,2562.42,2802.6,2694.72,2026-01-09T23:47:29.556081,agmarknet_data
Uttar Pradesh,Varanasi,Varanasi APMC,Paddy(Common),Standard,FAQ,28/10/2025,2485.16,2645.43,2584.72,2026-01-09T23:47:29.556081,agmarknet_data
