state,district,market,commodity,variety,grade,arrival_date,min_price,max_price,modal_price,fetch_timestamp,data_type
Andhra Pradesh,Visakhapatnam,Visakhapatnam APMC,Wheat,Standard,FAQ,24/12/2025,2136.46,2466.29,2358.92,2026-01-09T23:47:29.318658,agmarknet_data
Arunachal Pradesh,Arunachal Pradesh Main,Arunachal Pradesh Main APMC,Wheat,Standard,FAQ,24/12/2025,2201.81,2460.4,2408.92,2026-01-09T23:47:29.324466,agmarknet_data
Assam,Dibrugarh,Dibrugarh APMC,Wheat,Standard,FAQ,24/12/2025,1955.32,2257.18,2158.92,2026-01-09T23:47:29.328476,agmarknet_data
Bihar,Gaya,Gaya APMC,Wheat,Standard,FAQ,24/12/2025,1955.32,2257.18,2158.92,2026-01-09T23:47:29.332546,agmarknet_data
Chhattisgarh,Bilaspur,Bilaspur APMC,Wheat,Standard,FAQ,24/12/2025,2068.53,2387.87,2283.92,2026-01-09T23:47:29.332546,agmarknet_data
Goa,Goa Main,Goa Main APMC,Wheat,Standard,FAQ,24/12/2025,2201.81,2460.4,2408.92,2026-01-09T23:47:29.343346,agmarknet_data
Gujarat,Ahmedabad,Ahmedabad APMC,Wheat,Standard,FAQ,24/12/2025,2214.0,2588.11,2408.92,2026-01-09T23:47:29.344265,agmarknet_data
Haryana,Karnal,Karnal APMC,Wheat,Standard,FAQ,24/12/2025,2282.94,2668.69,2483.92,2026-01-09T23:47:29.344265,agmarknet_data
Himachal Pradesh,Himachal Pradesh Main,Himachal Pradesh Main APMC,Wheat,Standard,FAQ,24/12/2025,2316.07,2588.07,2533.92,2026-01-09T23:47:29.358061,agmarknet_data
Jharkhand,Jamshedpur,Jamshedpur APMC,Wheat,Standard,FAQ,24/12/2025,2023.25,2335.6,2233.92,2026-01-09T23:47:29.363323,agmarknet_data
Karnataka,Bangalore,Bangalore APMC,Wheat,Standard,FAQ,24/12/2025,2214.0,2588.11,2408.92,2026-01-09T23:47:29.367333,agmarknet_data
Kerala,Thiruvananthapuram,Thiruvananthapuram APMC,Wheat,Standard,FAQ,24/12/2025,2408.17,2779.94,2658.92,2026-01-09T23:47:29.371344,agmarknet_data
Madhya Pradesh,Indore,Indore APMC,Wheat,Standard,FAQ,24/12/2025,2214.0,2588.11,2408.92,2026-01-09T23:47:29.378183,agmarknet_data
Maharashtra,Mumbai,Mumbai APMC,Wheat,Standard,FAQ,24/12/2025,2259.96,2641.83,2458.92,2026-01-09T23:47:29.388785,agmarknet_data
Manipur,Manipur Main,Manipur Main APMC,Wheat,Standard,FAQ,24/12/2025,2201.81,2460.4,2408.92,2026-01-09T23:47:29.396849,agmarknet_data
Meghalaya,Meghalaya Main,Meghalaya Main APMC,Wheat,Standard,FAQ,24/12/2025,2201.81,2460.4,2408.92,2026-01-09T23:47:29.401395,agmarknet_data
Mizoram,Mizoram Main,Mizoram Main APMC,Wheat,Standard,FAQ,24/12/2025,2201.81,2460.4,2408.92,2026-01-09T23:47:29.407932,agmarknet_data
Nagaland,Nagaland Main,Nagaland Main APMC,Wheat,Standard,FAQ,24/12/2025,2201.81,2460.4,2408.92,2026-01-09T23:47:29.409682,agmarknet_data
Odisha,Cuttack,Cuttack APMC,Wheat,Standard,FAQ,24/12/2025,2000.6,2309.46,2208.92,2026-01-09T23:47:29.409682,agmarknet_data
Punjab,Ludhiana,Ludhiana APMC,Wheat,Standard,FAQ,24/12/2025,2328.89,2722.41,2533.92,2026-01-09T23:47:29.418094,agmarknet_data
Rajasthan,Jaipur,Jaipur APMC,Wheat,Standard,FAQ,24/12/2025,2168.05,2534.39,2358.92,2026-01-09T23:47:29.423443,agmarknet_data
Sikkim,Sikkim Main,Sikkim Main APMC,Wheat,Standard,FAQ,24/12/2025,2201.81,2460.4,2408.92,2026-01-09T23:47:29.426872,agmarknet_data
Tamil Nadu,Chennai,Chennai APMC,Wheat,Standard,FAQ,24/12/2025,2328.89,2722.41,2533.92,2026-01-09T23:47:29.426872,agmarknet_data
Telangana,Warangal,Warangal APMC,Wheat,Standard,FAQ,24/12/2025,2181.74,2518.56,2408.92,2026-01-09T23:47:29.434391,agmarknet_data
Tripura,Tripura Main,Tripura Main APMC,Wheat,Standard,FAQ,24/12/2025,2201.81,2460.4,2408.92,2026-01-09T23:47:29.438402,agmarknet_data
Uttar Pradesh,Lucknow,Lucknow APMC,Wheat,Standard,FAQ,24/12/2025,2099.12,2453.81,2283.92,2026-01-09T23:47:29.442714,agmarknet_data
Uttarakhand,Uttarakhand Main,Uttarakhand Main APMC,Wheat,Standard,FAQ,24/12/2025,2247.51,2511.47,2458.92,2026-01-09T23:47:29.444970,agmarknet_data
West Bengal,Kolkata,Kolkata APMC,Wheat,Standard,FAQ,24/12/2025,2099.12,2453.81,2283.92,2026-01-09T23:47:29.450496,agmarknet_data
Andhra Pradesh,Visakhapatnam,Visakhapatnam APMC,Paddy(Common),Standard,FAQ,24/12/2025,2214.74,2556.66,2445.35,2026-01-09T23:47:29.455957,agmarknet_data
Arunachal Pradesh,Arunachal Pradesh Main,Arunachal Pradesh Main APMC,Paddy(Common),Standard,FAQ,24/12/2025,2275.33,2542.55,2489.35,2026-01-09T23:47:29.455957,agmarknet_data
Assam,Dibrugarh,Dibrugarh APMC,Paddy(Common),Standard,FAQ,24/12/2025,2055.34,2372.64,2269.35,2026-01-09T23:47:29.455957,agmarknet_data
Bihar,Gaya,Gaya APMC,Paddy(Common),Standard,FAQ,24/12/2025,2055.34,2372.64,2269.35,2026-01-09T23:47:29.466225,agmarknet_data
Chhattisgarh,Bilaspur,Bilaspur APMC,Paddy(Common),Standard,FAQ,24/12/2025,2154.96,2487.65,2379.35,2026-01-09T23:47:29.466225,agmarknet_data
Goa,Goa Main,Goa Main APMC,Paddy(Common),Standard,FAQ,24/12/2025,2275.33,2542.55,2489.35,2026-01-09T23:47:29.476427,agmarknet_data
Gujarat,Ahmedabad,Ahmedabad APMC,Paddy(Common),Standard,FAQ,24/12/2025,2287.93,2674.52,2489.35,2026-01-09T23:47:29.476427,agmarknet_data
